tanggal,Trading_Old,Trading_Opt,Investing_Old,Investing_Opt,Hybrid_Old,Hybrid_Opt,IHSG
2022-05-20,1237144608.5442984,1397707208.4978192,1409758987.6886008,1170445806.7355278,1233044969.9614184,1176521253.7979462,1050390402.011764
2022-05-23,1221360283.7764406,1378576391.1371994,1385339241.2853959,1153474939.6465726,1217323067.526901,1159462295.8259149,1038643349.302303
2022-05-24,1233552040.5317888,1405466831.3514442,1399840870.5869052,1170054734.9209266,1245411579.454848,1176128152.0421245,1049782632.2258847
2022-05-25,1237156886.7669437,1406446123.417679,1393925709.2355583,1165651986.1685135,1229823765.1599135,1171702549.88902,1045130947.0325445
2022-05-27,1271688809.878681,1436241184.1140752,1420823769.6588867,1181567055.3443828,1255133306.8581443,1187700229.6050482,1066805153.3658645
2022-05-30,1266070385.1339314,1434320221.8216147,1416520200.985309,1177048323.9266663,1244556615.7497535,1183158042.754013,1068522225.335949
2022-05-31,1295280089.963537,1464762459.2528763,1420120740.044789,1189503169.7603574,1270364025.4499862,1195677538.1051438,1085437026.361403
2022-06-02,1282793155.3226218,1455682062.5893424,1449334996.8030272,1188306810.8282177,1247238896.4283092,1194474969.2183752,1085399513.3690078
2022-06-03,1298553668.9708452,1468638813.344349,1455408140.1313214,1191245061.7486687,1288447460.3661594,1208688498.5158672,1090597879.9969754
2022-06-06,1285283887.8819838,1455807311.5787826,1427861354.778677,1199220790.30872,1311283451.6726243,1213254456.4386382,1077482863.3830197
2022-06-07,1282550713.7959163,1453538552.6954274,1450304469.3902514,1205368480.3597877,1303519343.458923,1226924293.1835585,1084233719.2871642
2022-06-08,1299257368.700279,1463700817.5957935,1482710464.9023597,1231284688.3734121,1313238311.2695525,1257645416.9525654,1092169792.9964876
2022-06-09,1281554044.9112673,1449289643.0241835,1470247405.825912,1209058178.2864168,1304286600.3807445,1234048815.64447,1090578011.4555488
2022-06-10,1240196777.5016918,1404181647.6484327,1438941924.7133026,1174974776.8216896,1274728671.0969543,1193210584.562127,1075974559.3706121
2022-06-13,1214811688.1282253,1378937896.2823312,1439343468.4301128,1148144979.5267801,1246688964.718196,1156859889.810523,1062126630.8143286
2022-06-14,1232430391.133613,1383956611.0615587,1453260706.4254909,1174749155.7453763,1255376779.4933417,1185349947.2625816,1070392314.7295581
2022-06-15,1211417873.2924654,1347675967.808548,1446495421.1919951,1153367264.3847423,1220151126.5577774,1167884719.5644708,1063889074.2297605
2022-06-16,1241178953.6553893,1374055081.7811587,1451054291.457766,1169770106.3665357,1239915159.1002157,1186852565.9800124,1070459778.8067904
2022-06-17,1238826134.250349,1363972744.3583186,1418624529.2298162,1154661326.326325,1217325744.0051522,1164805462.2634985,1053248284.1142116
2022-06-20,1248671169.718079,1372113473.3882136,1447079907.33321,1180987394.001751,1223269895.1862948,1195193656.3026602,1059231977.082972
2022-06-21,1274319318.4344273,1400732487.7804844,1463777714.084392,1191500517.2687936,1251214817.8337703,1215158899.4369977,1069510018.0447873
2022-06-22,1242467538.648519,1378533724.7075849,1438344579.12609,1166134242.1428876,1254968245.7798448,1186269351.2148042,1060436618.6114856
2022-06-23,1247733441.987073,1390787586.5905995,1446561430.8350878,1170557673.7535868,1250768164.347177,1181913611.348541,1062555583.7273681
2022-06-24,1243180599.8657424,1395805555.9073288,1453918326.4542418,1167772992.3567104,1249554379.2062433,1186278100.8174446,1069337873.4433221
2022-06-27,1234662274.1781492,1390361038.6271098,1446012992.0339694,1163271882.2517486,1238907542.585245,1178503965.602973,1065256370.9071176
2022-06-28,1237845026.041361,1392715476.0601203,1449560571.4641886,1181820490.2115417,1241370255.1166043,1188731330.786487,1062280612.0103852
2022-06-29,1215856911.6874518,1375030978.4542296,1430508731.877343,1152760072.3739583,1225272182.2091131,1168971378.7772057,1054065785.6302999
2022-06-30,1205010846.8667946,1345119251.9216065,1416656254.180328,1136485392.752487,1209003041.9627764,1147970985.5337465,1049394083.6228359
2022-07-01,1192564791.0534844,1311754379.735315,1401185741.8885374,1105650753.901136,1181063443.6741073,1124224886.3764672,1031591277.4137684
2022-07-04,1176565959.832858,1270890366.3853915,1360926501.820121,1074253245.5294952,1166628448.6837425,1104892178.2360797,1008033711.2804387
2022-07-05,1192170315.9900608,1319069409.417613,1359683757.9097135,1088204513.8540835,1185350058.5381968,1120081623.3047628,1017765219.0803238
2022-07-06,1176878346.2038562,1321353271.7343369,1341261749.3961687,1072990887.9912535,1165946240.668224,1102038023.1759992,1009132708.5121874
2022-07-07,1174474117.283651,1307755506.8983042,1349752002.5374165,1080415199.481767,1164231597.614153,1096993750.3584793,1010070533.3220648
2022-07-08,1176676620.708953,1307635925.3524375,1354964737.1324725,1083712953.5407894,1166935887.825241,1094112937.585432,1023375857.9428943
2022-07-11,1167262311.004596,1304868590.1364012,1339408819.6068869,1070554478.3906642,1159268981.7502668,1090455985.898879,1020631626.8628612
2022-07-12,1162404468.5773246,1297052651.308335,1340599355.9325082,1071613037.4117992,1162707228.0567546,1097957648.8828838,1020046913.4813986
2022-07-13,1133386071.0847065,1286836279.9031467,1310772744.8195682,1049946984.8248196,1152549777.7256908,1070164609.1214967,1008309795.0426507
2022-07-14,1149046752.2288444,1296544239.1205325,1331098488.0609753,1055032310.9593828,1177788624.6330163,1080012301.8072147,1015764204.895075
2022-07-15,1127707831.4231222,1261444332.9736423,1310785751.2119699,1040317624.9518836,1161413149.7148957,1067073388.9940578,1009966964.8430609
2022-07-18,1128903590.8797896,1252472293.396254,1314483843.9916553,1044340025.712996,1176747781.6366687,1086685480.1223118,1011082642.7532462
2022-07-19,1145065956.776403,1279919079.9365113,1319007004.4231856,1055246625.9881926,1180227582.3954804,1097065086.5115447,1022749183.3881202
2022-07-20,1171075482.5870533,1298096356.2744129,1354206886.5765412,1080150217.4444537,1215536374.9565911,1125563449.9954987,1043800792.6658394
2022-07-21,1166751719.1818447,1303987457.8527665,1347702438.6896238,1078360391.7263203,1213497413.3385668,1125043855.2735572,1042189513.265217
2022-07-22,1162876498.8063912,1304727464.8910902,1345483125.6558313,1078179739.50259,1207273198.6991527,1116714772.60465,1045655980.6533786
2022-07-25,1163295692.7080626,1313586471.6192021,1330859712.668253,1061110433.0193841,1204066628.1449618,1104177868.5141487,1041320486.9868468
2022-07-26,1146379702.5160785,1288867735.6423006,1328781325.619466,1064009369.788266,1207484915.2961497,1112679731.9040391,1043314013.4008864
2022-07-27,1141888056.2388306,1287275727.648137,1322282189.0942073,1064212885.3940879,1204969460.3576741,1111708043.278818,1047364675.2160705
2022-07-28,1141500546.2534423,1286151100.7342668,1319165381.8344069,1068804802.0757139,1196566328.7316918,1107563872.4305146,1056262149.094128
2022-07-29,1145286896.0420635,1283523800.996349,1324446396.0437813,1061894812.8625864,1215753897.433721,1115897096.319701,1055397645.1330229
2022-08-01,1153140809.8971915,1283155903.1132135,1335346745.1698613,1070908632.146521,1230174377.9173548,1136050068.6401486,1058079008.5894375
2022-08-02,1158069713.8828743,1272191837.0008564,1343872962.066348,1070610321.0282521,1224451471.9450254,1122395433.6412969,1061020590.6294621
2022-08-03,1171516621.1098557,1293822272.791921,1360055991.1790705,1095071060.085819,1238657471.146535,1142014974.7054603,1069899308.0113221
2022-08-04,1172404185.6973166,1296825220.5591245,1362893582.9261613,1089956496.401613,1239596135.2622225,1138400204.184731,1071525933.6361063
2022-08-05,1182820952.0278704,1305175396.6519353,1382047738.1883512,1092241771.0618546,1250613517.9637794,1152681774.726288,1075671934.7955987
2022-08-08,1175168015.6965199,1287769838.940899,1376729911.2448468,1080396967.7744994,1242541177.6033254,1140929448.2148254,1076005103.5462382
2022-08-09,1168754634.3131335,1296208564.7444685,1380406171.209303,1082991699.312039,1251919274.2408173,1149417443.3966188,1078439074.0073514
2022-08-10,1174645768.8839436,1324485485.4385679,1388956669.8474512,1098792168.0234828,1250918313.0198894,1166937764.241051,1075911988.292388
2022-08-11,1186666765.4499173,1322940995.3681858,1409220438.5330298,1113894577.8316913,1273271165.1129708,1187378524.313948,1087170111.7827866
2022-08-12,1188099133.2208707,1331071861.995953,1405895085.5881457,1110098943.6916878,1267483606.4034677,1185487953.8013105,1082446959.1493893
2022-08-15,1187743883.17418,1326824928.3705344,1405711758.8622088,1115757144.5954118,1266740429.6754546,1185829623.531595,1076980886.1666024
2022-08-16,1219250902.4188476,1358142855.7307816,1439193038.5435147,1137108808.6296744,1295650532.8304243,1209685875.056691,1083081047.339024
2022-08-18,1230917032.0733645,1367720709.7427144,1452763293.8181095,1142366316.8904939,1309745499.2579381,1220104405.6893158,1091144042.4771624
2022-08-19,1221709942.2053328,1369253508.8286204,1440600764.9419181,1144467673.893341,1300202095.4050148,1220589713.6735287,1088999574.457359
2022-08-22,1206705653.8640022,1352365474.6250074,1424136599.2252703,1132952010.9731207,1282417516.6397011,1201849449.1064577,1079213872.9866421
2022-08-23,1216603627.4109764,1414148031.6158004,1431521717.3654828,1182569279.7496607,1287585784.432739,1251826354.0642357,1087607442.1032186
2022-08-24,1226602481.2990983,1437725388.9051483,1440640324.6770382,1204236858.63805,1293197321.117593,1271146176.1088138,1092381155.7263658
2022-08-25,1229044099.1407158,1439663074.8892243,1438852532.9345179,1207959170.9610395,1290992720.528024,1272089760.8816547,1089268911.811848
2022-08-26,1213372888.5430093,1448222866.114866,1411966836.8583796,1219885217.1248004,1278869328.4001033,1284298939.6241655,1083353572.556503
2022-08-29,1211065414.1653633,1487843902.823068,1412065145.7145371,1260361096.718338,1279465344.2712815,1324837163.1948216,1082867238.1096418
2022-08-30,1235303997.6108143,1462204290.2934356,1427149954.0016901,1257527303.6765845,1293806017.7800431,1325846215.4395194,1087031699.2199373
2022-08-31,1224688693.5106635,1453550346.4225698,1415308874.3600092,1231781709.1641872,1286926805.7410185,1297870141.992929,1089934211.4042463
2022-09-01,1209250692.0709066,1433431876.646061,1397648942.836845,1227303495.285565,1276290104.8653855,1297194033.472778,1086064664.688709
2022-09-02,1212395067.3130317,1441925852.5936923,1400379530.619919,1216877476.4041228,1271024013.9758248,1284257257.0685048,1089720031.493121
2022-09-05,1213884084.9583447,1448827851.743979,1401916188.3141692,1222536667.5314543,1272421406.6744068,1290231816.9358766,1098025749.0365982
2022-09-06,1210444769.1805625,1440280413.810306,1398401265.6690505,1228912160.9753735,1269232049.7199984,1296938614.3021162,1098218874.2247193
2022-09-07,1203997957.0176277,1430320831.6215212,1390895725.6834705,1215058284.125172,1262408541.2587347,1282313915.113973,1091174215.9710455
2022-09-08,1208516225.264483,1438737472.4343052,1396079544.461786,1218377501.697001,1267122919.2296906,1285837471.788046,1098046136.5324652
2022-09-09,1209861261.2097042,1444364182.6283076,1397836367.2064486,1220241039.4963522,1268720202.1278818,1287806996.7420297,1099661419.2959123
2022-09-12,1216134910.296734,1452799281.6117465,1405251949.240403,1225452932.2116613,1275448053.8439856,1293304668.6181219,1101454258.614273
2022-09-13,1236357181.9997976,1485380593.6708345,1430846545.641599,1240137612.2838516,1298674712.664253,1308814208.4856024,1111103475.0672047
2022-09-14,1229331137.194539,1489102989.164688,1419249119.6839828,1229681629.1092005,1288148664.2354689,1297780078.7555704,1105039640.7056003
2022-09-15,1249012250.5204086,1511993743.449245,1425432242.6907516,1243163874.9025779,1293766023.5090177,1312011467.9141269,1109218484.2675257
2022-09-16,1226162123.3210354,1483834547.0316863,1386420368.5825126,1203578613.9158788,1258340404.2945101,1270230211.4828522,1088458453.2488773
2022-09-19,1241971072.515979,1497397152.719601,1395799165.4221795,1213128714.6311793,1266859391.9785898,1280310810.7404761,1092499848.0204854
2022-09-20,1255967421.8730755,1482024551.3403437,1424973761.8266125,1230391322.2652688,1293335786.2542572,1298531161.279959,1092722034.6572604
2022-09-21,1258603152.0810761,1481927879.0400093,1424401392.4221594,1226894889.8097582,1292807485.7528782,1294838713.106591,1091410636.786753
2022-09-22,1265750509.4787707,1506696281.6793334,1426238638.7722208,1234113214.9337432,1294475680.4702494,1302447216.0202003,1096055427.2996726
2022-09-23,1256938477.4689538,1495453783.5020947,1421757248.6768916,1222241357.4406476,1290406639.1665294,1289933491.8961077,1089933173.4953659
2022-09-26,1236752046.4634504,1454358589.1909442,1407630698.8846166,1205980045.1574082,1277582002.2491956,1272781706.576289,1082177621.7949004
2022-09-27,1234600309.5784974,1455426452.0676544,1399129275.6574578,1198801944.7033076,1269861719.6424108,1265204819.9032004,1079891998.1673496
2022-09-28,1233882067.4136977,1443502265.3801913,1400186120.7350338,1196279929.9754133,1270820298.128293,1262548742.4122732,1074514369.8484507
2022-09-29,1229839613.0808783,1439623555.879671,1395009108.5119123,1190565564.1694212,1266115284.611867,1256514890.6727755,1068314717.6961982
2022-09-30,1222749215.7615597,1423070322.5364656,1389999562.837862,1185112491.0820398,1261568796.9419422,1250764108.8903677,1069013082.1000752
2022-10-03,1212643377.735082,1428881616.1498487,1379487524.395501,1176206262.7565486,1252021797.130569,1241358204.1613646,1064294155.2385486
2022-10-04,1229653411.2298284,1463301835.8056188,1383413663.1765513,1188539849.7225003,1266547776.7364156,1265247065.054289,1073789390.4954236
2022-10-05,1230420572.5537887,1451012631.6915123,1380296978.0014956,1182544210.6364381,1267329605.9922073,1259642666.66828,1074264456.2172966
2022-10-06,1233343540.8175123,1449212252.7215817,1386453556.0769887,1187881461.177187,1270341612.7137103,1262138433.448639,1074452465.9973638
2022-10-07,1216260527.5818512,1430512140.759184,1364292110.0236397,1172171704.721689,1252728798.7503686,1250194106.830798,1066885220.6223599
2022-10-10,1217482255.4321542,1448125258.5294645,1363275736.747176,1183222669.1096616,1254004745.8918984,1257107720.4921496,1061967682.4829154
2022-10-11,1193212148.4390674,1420139321.05351,1341221752.672509,1159722404.9687872,1230476396.5150216,1232916630.1010582,1053579006.365347
2022-10-12,1183683465.3857787,1441022636.4864025,1330551272.9536595,1158879285.3672872,1227638800.245807,1234580635.4021554,1049033780.9686064
2022-10-13,1181434697.4296565,1443666036.7613354,1328055655.0529482,1155469145.7678304,1232502480.0823634,1227040517.6983597,1044693839.1211581
2022-10-14,1160160319.9001727,1439756056.351522,1304125017.3042133,1140213996.6161497,1226682591.5816782,1232011295.459383,1034658520.5646819
2022-10-17,1174180260.4405048,1441676087.3371563,1319884736.1272628,1149654428.675758,1229313198.2038603,1231202789.0073786,1037176709.9178126
2022-10-18,1151217910.0341032,1430069808.646472,1323189968.7494245,1147479929.7835968,1246297071.5090532,1219135287.6749275,1037689733.4501723
2022-10-19,1146915395.6557648,1454681548.251893,1356399054.0550187,1166859918.3626635,1232738203.3199284,1235257943.4094875,1041625483.9250156
2022-10-20,1174715822.0105014,1492143171.9821768,1371641348.2873168,1200071114.702056,1252339700.4080954,1264258111.2275772,1059881040.8150254
2022-10-21,1185758418.3782556,1490047847.1652226,1370347104.399723,1191023134.991543,1251993670.9908812,1256070080.200852,1065516886.0361223
2022-10-24,1228941835.624404,1534144476.9161983,1382602108.2245812,1215397882.003602,1261865802.7029855,1274997493.8588836,1070872421.7231364
2022-10-25,1199625579.2632756,1530104713.0130956,1381008055.474551,1212246983.0775661,1265802086.5597765,1266675273.6495051,1070164271.3212433
2022-10-26,1200306164.3607326,1517306536.6202705,1376346450.7636182,1211481663.1602216,1264893953.740279,1280747774.3552036,1069490001.2306635
2022-10-27,1204782857.5922818,1546110845.3392897,1386560418.1412022,1235406006.69313,1276899591.5824203,1299028786.9585018,1076750915.2132237
2022-10-28,1181551083.0976913,1542496039.542718,1351755990.5339017,1208121722.3918264,1268869827.4213848,1267040363.2934465,1071327322.3581884
2022-10-31,1173583769.275334,1558646609.9744153,1337021353.7052205,1194570773.5948043,1276299710.5590672,1251046987.0158875,1077833305.9028845
2022-11-01,1141126307.3819673,1511894330.0320063,1325270972.191637,1174473590.4105992,1261047578.8541036,1223228438.4198084,1070759956.8822998
