tanggal,Inv_No_Buffer,Inv_Buffer_8,Inv_Buffer_10,Hyb_No_Buffer,Hyb_Buffer_8,IHSG
2022-07-11,1070554478.3906642,1006292305.8442901,993283809.1501387,1090455985.898879,1001114424.9817392,1020631626.8628612
2022-07-12,1071613037.4117992,1007434697.5426575,1000117439.285089,1097957648.8828838,1002250938.4992961,1020046913.4813986
2022-07-13,1049946984.8248196,990754832.1017001,974794296.7834388,1070164609.1214967,985656899.3690389,1008309795.0426507
2022-07-14,1055032310.9593828,1011431540.1282202,983777321.964547,1080012301.8072147,1006227215.3162516,1015764204.895075
2022-07-15,1040317624.9518836,996672827.002298,971986897.8479342,1067073388.9940578,991544443.2045085,1009966964.8430609
2022-07-18,1044340025.712996,1006902594.9440457,989849144.6893862,1086685480.1223118,1001721573.8366377,1011082642.7532462
2022-07-19,1055246625.9881926,1018917302.343621,999303304.1892203,1097065086.5115447,1013674459.5138705,1022749183.3881202
2022-07-20,1080150217.4444537,1053598131.831502,1025264188.2039386,1125563449.9954987,1048176838.6625392,1043800792.6658394
2022-07-21,1078360391.7263203,1050440679.9920769,1024785164.3407328,1125043855.2735572,1045035633.503495,1042189513.265217
2022-07-22,1078179739.50259,1043230710.0961059,1017195222.6552002,1116714772.60465,1037862762.534884,1045655980.6533786
2022-07-25,1061110433.0193841,1038450122.841855,1005779716.1566222,1104177868.5141487,1033106773.8104228,1041320486.9868468
2022-07-26,1064009369.788266,1046569141.1206917,1013522581.4000552,1112679731.9040391,1041184015.6500164,1043314013.4008864
2022-07-27,1064212885.3940879,1058874367.595822,1012637751.485344,1111708043.278818,1053425925.5358133,1047364675.2160705
2022-07-28,1068804802.0757139,1065960270.4541237,1008861277.5321021,1107563872.4305146,1060475367.8541789,1056262149.094128
2022-07-29,1061894812.8625864,1081273969.7220302,1016465314.0169747,1115897096.319701,1075710270.4246113,1055397645.1330229
2022-08-01,1070908632.146521,1097338598.5311618,1034824454.1518364,1136050068.6401486,1091692238.6254733,1058079008.5894375
2022-08-02,1070610321.0282521,1099771953.8404274,1034826134.6800756,1122395433.6412969,1079402430.0171072,1061020590.6294621
2022-08-03,1095071060.085819,1118737855.6201868,1045363027.1154196,1142014974.7054603,1098269731.9884465,1069899308.0113221
2022-08-04,1089956496.401613,1110147331.1623108,1042522582.5673491,1138400204.184731,1094793659.5752454,1071525933.6361063
2022-08-05,1092241771.0618546,1119207078.413749,1060989293.068716,1152681774.726288,1108527745.6393752,1075671934.7955987
2022-08-08,1080396967.7744994,1117398290.0425363,1063104145.2942197,1140929448.2148254,1097225711.869648,1076005103.5462382
2022-08-09,1082991699.312039,1126901385.7571607,1069039250.4869177,1149417443.3966188,1105388295.607469,1078439074.0073514
2022-08-10,1098792168.0234828,1143678018.8794007,1087732717.987964,1166937764.241051,1122236346.1449895,1075911988.292388
2022-08-11,1113894577.8316913,1148692501.5221066,1093975322.8052316,1187378524.313948,1141893683.8586512,1087170111.7827866
2022-08-12,1110098943.6916878,1147751274.9979103,1095916809.1040905,1185487953.8013105,1140075429.6216788,1082446959.1493893
2022-08-15,1115757144.5954118,1152732279.5752292,1094395863.8933852,1185829623.531595,1140404154.718515,1076980886.1666024
2022-08-16,1137108808.6296744,1153189769.8804746,1095921133.8800426,1209685875.056691,1163346547.2063754,1083081047.339024
2022-08-18,1142366316.8904939,1153237630.254776,1099434490.9662573,1220104405.6893158,1173365949.2284164,1091144042.4771624
2022-08-19,1144467673.893341,1151329323.3276417,1097151740.9860594,1220589713.6735287,1173832230.252069,1088999574.457359
2022-08-22,1132952010.9731207,1144459316.1303296,1090626774.0896347,1201849449.1064577,1155810147.3234138,1079213872.9866421
2022-08-23,1182569279.7496607,1190618746.9867864,1134767494.4604504,1251826354.0642357,1203869403.188676,1087607442.1032186
2022-08-24,1204236858.63805,1211239338.6897383,1152814597.1427596,1271146176.1088138,1222448012.434905,1092381155.7263658
2022-08-25,1207959170.9610395,1215822065.5020077,1154598573.6127768,1272089760.8816547,1223355382.3501384,1089268911.811848
2022-08-26,1219885217.1248004,1234500231.5460973,1160792849.4980273,1284298939.6241655,1235095573.341518,1083353572.556503
2022-08-29,1260361096.718338,1271568700.488747,1194999692.666467,1324837163.1948216,1274078256.3282096,1082867238.1096418
2022-08-30,1257527303.6765845,1271827573.248761,1193163107.597774,1325846215.4395194,1275049251.891759,1087031699.2199373
2022-08-31,1231781709.1641872,1264422059.2436109,1183278786.8301442,1297870141.992929,1248145861.4330542,1089934211.4042463
2022-09-01,1227303495.285565,1268637728.560698,1188660556.345067,1297194033.472778,1247495021.0416813,1086064664.688709
2022-09-02,1216877476.4041228,1275538669.9588904,1191193262.4106982,1284257257.0685048,1243920703.654616,1089720031.493121
2022-09-05,1222536667.5314543,1311093674.9441276,1220305106.944301,1290231816.9358766,1274017900.961201,1098025749.0365982
2022-09-06,1228912160.9753735,1322079568.494677,1221512734.2319205,1296938614.3021162,1276374669.8991938,1098218874.2247193
2022-09-07,1215058284.125172,1288621974.835701,1197277487.8082235,1282313915.113973,1246502935.5784435,1091174215.9710455
2022-09-08,1218377501.697001,1273929626.2109725,1184642988.2080104,1285837471.788046,1240305222.3675358,1098046136.5324652
2022-09-09,1220241039.4963522,1280689088.3688414,1190642753.3791878,1287806996.7420297,1244392638.8844173,1099661419.2959123
2022-09-12,1225452932.2116613,1302700297.879804,1212425661.0591645,1293304668.6181219,1261313443.2854097,1101454258.614273
2022-09-13,1240137612.2838516,1322462468.328086,1238155111.4817545,1308814208.4856024,1280255999.8456042,1111103475.0672047
2022-09-14,1229681629.1092005,1325386477.9207585,1241284131.830361,1297780078.7555704,1282403220.592406,1105039640.7056003
2022-09-15,1243163874.9025779,1351706843.180759,1258085045.7241738,1312011467.9141269,1296753694.4850821,1109218484.2675257
2022-09-16,1203578613.9158788,1315744393.6353674,1229981102.838156,1270230211.4828522,1250584471.117536,1088458453.2488773
2022-09-19,1213128714.6311793,1332099822.6316228,1243926252.2912724,1280310810.7404761,1261926151.4684806,1092499848.0204854
2022-09-20,1230391322.2652688,1325264032.8682694,1245266032.8691714,1298531161.279959,1276198845.0087464,1092722034.6572604
2022-09-21,1226894889.8097582,1324821675.3539395,1247743959.1723928,1294838713.106591,1272812640.605148,1091410636.786753
2022-09-22,1234113214.9337432,1341109212.9100804,1257569776.1714427,1302447216.0202003,1283165012.3614082,1096055427.2996726
2022-09-23,1222241357.4406476,1330361607.1074696,1255205933.6507435,1289933491.8961077,1280674484.2033212,1089933173.4953659
2022-09-26,1205980045.1574082,1301162269.0126576,1231736329.9297655,1272781706.576289,1250394923.4724562,1082177621.7949004
2022-09-27,1198801944.7033076,1288281233.4988601,1219490193.8458712,1265204819.9032004,1233631983.6127565,1079891998.1673496
2022-09-28,1196279929.9754133,1271784743.2448812,1207358572.2319245,1262548742.4122732,1225285522.6375136,1074514369.8484507
2022-09-29,1190565564.1694212,1280005818.7802212,1216239762.2302017,1256514890.6727755,1225837115.758298,1068314717.6961982
2022-09-30,1185112491.0820398,1283657800.6534986,1220729724.4409454,1250764108.8903677,1228333805.9302244,1069013082.1000752
2022-10-03,1176206262.7565486,1285638372.2447457,1222388500.434647,1241358204.1613646,1222360353.6221788,1064294155.2385486
2022-10-04,1188539849.7225003,1308121869.3100433,1238814252.3099644,1265247065.054289,1239905603.4804106,1073789390.4954236
2022-10-05,1182544210.6364381,1298323261.6841977,1226766767.2827902,1259642666.66828,1236404306.429607,1074264456.2172966
2022-10-06,1187881461.177187,1291508768.4908462,1225536714.6077013,1262138433.448639,1236678755.5205393,1074452465.9973638
2022-10-07,1172171704.721689,1276087391.991999,1206697513.3905845,1250194106.830798,1224546332.178065,1066885220.6223599
2022-10-10,1183222669.1096616,1287711670.149002,1221063420.2332995,1257107720.4921496,1232729082.1300495,1061967682.4829154
2022-10-11,1159722404.9687872,1280743919.3946068,1211662519.7732162,1232916630.1010582,1211099536.9695294,1053579006.365347
2022-10-12,1158879285.3672872,1284969099.937362,1217569262.670996,1234580635.4021554,1208342313.3701825,1049033780.9686064
2022-10-13,1155469145.7678304,1283713631.78857,1220043981.8766294,1227040517.6983597,1201121727.5832105,1044693839.1211581
2022-10-14,1140213996.6161497,1291656667.4720902,1214275010.709005,1232011295.459383,1198645383.8303528,1034658520.5646819
2022-10-17,1149654428.675758,1290674954.1436481,1220826589.6482666,1231202789.0073786,1200942846.8276448,1037176709.9178126
2022-10-18,1147479929.7835968,1276543201.5874054,1217779623.0064683,1219135287.6749275,1188252866.7140503,1037689733.4501723
2022-10-19,1166859918.3626635,1281095740.76114,1246366358.9746208,1235257943.4094875,1184059647.0564802,1041625483.9250156
2022-10-20,1200071114.702056,1308778497.5495546,1275027936.1542084,1264258111.2275772,1216240172.1371458,1059881040.8150254
2022-10-21,1191023134.991543,1317812309.1902344,1277233774.076997,1256070080.200852,1213239102.5753887,1065516886.0361223
2022-10-24,1215397882.003602,1359475204.073143,1315260949.3451753,1274997493.8588836,1240182428.840863,1070872421.7231364
2022-10-25,1212246983.0775661,1354497921.7522259,1310858094.250679,1266675273.6495051,1236578873.426494,1070164271.3212433
2022-10-26,1211481663.1602216,1347554370.1768727,1301429077.8813207,1280747774.3552036,1238614454.6519694,1069490001.2306635
2022-10-27,1235406006.69313,1374534394.6661696,1327988497.2649913,1299028786.9585018,1262590708.0002995,1076750915.2132237
2022-10-28,1208121722.3918264,1366027653.4172645,1305015118.5468688,1267040363.2934465,1249173023.364347,1071327322.3581884
2022-10-31,1194570773.5948043,1376790416.481306,1297692530.3307593,1251046987.0158875,1252704346.1313293,1077833305.9028845
2022-11-01,1174473590.4105992,1353103804.7390695,1276084610.0186708,1223228438.4198084,1230888447.3924441,1070759956.8822998
2022-11-02,1164558569.355009,1336486597.6060305,1265093158.0397353,1219177500.3511891,1236383319.773883,1065200916.9183596
2022-11-03,1170049917.7022657,1344781820.157981,1271052143.2934144,1224925996.448019,1252560534.0705526,1068067991.9280344
2022-11-04,1184597863.3869944,1362126841.6827745,1286852649.2494373,1240163575.1892433,1266465195.752229,1069731092.6363331
2022-11-07,1193458441.335352,1367548175.6083329,1296479105.1474242,1249443419.0936635,1264526145.421553,1078365604.885882
2022-11-08,1189500238.5345016,1361523456.9284196,1292182913.66687,1245299288.1490645,1254054996.371342,1070429382.9038615
2022-11-09,1187181050.643277,1362773686.9522986,1289666863.530725,1242867644.9967456,1260976120.549554,1073459632.0168202
2022-11-10,1168042424.12629,1325813607.843868,1268883217.8204103,1222824896.1147327,1213455485.3066795,1057783501.1038903
2022-11-11,1181882919.1648946,1339584071.067258,1283906453.7141907,1237318853.2769313,1258443583.8847826,1076362959.7009637
2022-11-14,1171348772.3646724,1321836250.8081849,1272456737.8101,1226297010.53052,1239882790.8776937,1065763018.7134972
2022-11-15,1167500844.5017188,1315755323.690748,1268272769.836927,1222265717.9261389,1237183853.0327332,1068208702.7176903
2022-11-16,1163911604.0283706,1312459480.422029,1264371698.626466,1218507997.4863071,1254915767.8562942,1065002602.1858362
2022-11-17,1168895791.0969074,1318363117.6775668,1269793001.3747444,1223718660.252569,1250177497.7790327,1069648949.5620767
2022-11-18,1157069440.331223,1303180921.9555225,1256945593.4666405,1211336823.8854284,1249955577.6021798,1075296360.0535562
2022-11-21,1149550332.0501645,1299924844.8364706,1248788837.2017024,1203463239.0391088,1227054780.3244088,1072421574.8636262
2022-11-22,1158247505.1598563,1310638753.9260533,1258225138.406729,1212567899.9248064,1221758041.0498865,1067462891.050705
2022-11-23,1158244498.8771546,1316994306.662935,1258220066.847156,1212564743.5890396,1221764568.5196157,1071036263.0535576
2022-11-24,1159604945.5803742,1320949162.3690283,1259697238.3007698,1213988231.4749975,1221329586.7975483,1075043406.8321095
2022-11-25,1156601251.7283878,1314002988.772493,1256433598.7179222,1210841130.1695347,1211912225.7400196,1070888509.3107841
2022-11-28,1153378347.426933,1302807126.8595655,1252937202.9158683,1207467163.670791,1183672977.726829,1065454166.6852008
2022-11-29,1159235123.1136837,1318264538.8158607,1259283760.7324667,1213595698.4394875,1189573649.0456407,1064651121.7570908
2022-11-30,1192273429.642523,1346943751.5370247,1295157154.554081,1248169269.1359515,1200891542.7949731,1075164545.6257331
2022-12-01,1191418003.3382854,1350400368.455221,1294238196.3509014,1247283946.9275584,1185849145.125212,1065977272.7609712
2022-12-02,1180154909.5755234,1324714694.8286574,1281994069.2956467,1217302406.2247696,1158041937.6324573,1065800531.7058923
2022-12-05,1177728180.079401,1313910727.022083,1279357918.827717,1202865434.3467193,1144279173.3970625,1060894707.1095277
2022-12-06,1163274645.7998667,1294050066.2702076,1263657148.1934073,1179685556.5495327,1122203387.3635209,1046507436.6171288
2022-12-07,1142858392.615946,1272779064.3616555,1241479129.2691417,1150266805.0746827,1094195318.5869262,1035299577.5710857
2022-12-08,1141273927.6486917,1266674127.579512,1239757931.4106967,1138210159.7101157,1082709441.2599645,1033094243.6090761
2022-12-09,1143523393.4779432,1261179160.9176202,1242201506.5148563,1128104045.5315642,1073079372.4986546,1019564730.6700592
2022-12-12,1161635267.063991,1284283336.4302835,1261876274.0759192,1136374948.1187425,1080926538.8267584,1022500233.5294982
2022-12-13,1175343567.1268995,1297654655.5968828,1276767501.153774,1167674854.1750145,1110738652.5393841,1034018723.8762043
2022-12-14,1171445271.0120065,1293463656.807002,1272532813.6000483,1152916227.510289,1096680715.208622,1032718001.6398962
2022-12-15,1159556054.1260705,1278294924.260894,1259617657.8513947,1146846760.441365,1090915589.9380908,1025143268.493683
2022-12-16,1173225305.956178,1284348320.6766436,1274466453.13962,1160399569.6984313,1103790276.9923368,1034303704.0002491
2022-12-19,1156544708.82084,1276038835.9694269,1256346449.5729036,1138918004.8206747,1083355185.5943465,1029370004.1368084
2022-12-20,1148503919.2312255,1262921248.2951808,1247611814.0378304,1121604983.8051922,1066864788.9916005,1027641811.7144328
2022-12-21,1151353166.0878615,1265359154.6812415,1250706925.3692622,1128146120.9798443,1073092831.8374438,1035589747.2395332
2022-12-22,1165231033.2324853,1280950592.5618734,1265782338.4428446,1139575311.3187275,1083961750.7100759,1036162005.7144299
2022-12-23,1153736505.4183965,1267982512.8441274,1253295918.6617773,1126330403.675874,1071353797.8289378,1032554605.1275665
2022-12-26,1151197697.070225,1264909418.3207376,1250538029.3570592,1117584605.2086823,1063028936.8724912,1037889234.3642735
2022-12-27,1149793068.108854,1261894622.4507496,1249012200.0835743,1131104155.2198265,1075909695.0470622,1051131765.4978331
2022-12-28,1138775749.2305586,1247748783.1894898,1237044177.8848739,1121637488.5458097,1066906186.9539374,1040122962.5477995
2022-12-29,1131871538.92155,1241381164.5230324,1229544199.1434462,1124062862.6138701,1069230435.89427,1041574033.2990824
2022-12-30,1126924178.9338326,1237428680.0572171,1224169931.7167528,1106145678.708665,1052172934.4014904,1040138012.2265667
2023-01-02,1139230088.1413364,1253471589.505275,1237537724.8190012,1122581463.7983382,1067825253.9848547,1040193392.078976
2023-01-03,1131201000.5231466,1259213105.8841705,1242111819.059188,1109234581.845672,1078555550.4955347,1045928654.1435548
2023-01-04,1128871151.689982,1225452338.0889397,1227263638.0792756,1106951004.5968006,1067197522.2892959,1034462504.0589652
2023-01-05,1104541013.523674,1191592582.1771536,1193539510.354565,1083097601.70511,1040018375.2631147,1010260915.4652872
2023-01-06,1115238228.9394224,1204966943.784965,1205513014.892782,1093593944.3427546,1054485730.8771821,1014924759.019799
2023-01-09,1112738856.8251495,1200183464.2931824,1203367470.424634,1091143381.1128833,1051694752.1898127,1015487602.1784226
2023-01-10,1099370525.8370006,1200717799.6280835,1197890059.5326507,1078040918.61956,1052541193.1757741,1005502251.5209073
2023-01-11,1086606900.0667362,1190072453.1626887,1186708462.1104124,1065526815.7898672,1044304592.5008605,999725695.5101545
2023-01-12,1105612561.7803845,1200871796.8757637,1201697609.1091821,1084168030.5198047,1059520936.852501,1006631125.7011446
2023-01-13,1129352788.296414,1210598377.7840805,1220405088.874561,1107472323.6401687,1090426505.0297148,1008437309.5622545
2023-01-16,1144341402.8156824,1223396747.2026799,1231313500.2697928,1122168301.191892,1098902596.1010325,1015456020.093916
2023-01-17,1167502629.5375516,1243443214.741523,1249677269.8702438,1144912961.1152217,1132720734.6521606,1027493613.1535676
2023-01-18,1171486221.5963798,1248532882.5488284,1252804098.613727,1148812189.8675966,1131724347.5263216,1027257711.2923005
2023-01-19,1184344610.3499033,1288798562.9467514,1278525052.9377897,1161411447.2127976,1148766512.7066295,1035474984.1718897
2023-01-20,1185498152.0891528,1309414278.7207036,1294500626.001492,1162535407.888505,1158331436.6797264,1043829335.160053
2023-01-24,1198463656.1159644,1328365501.388753,1320398738.1730292,1175267345.6719692,1191229139.1556337,1041691984.2297161
2023-01-25,1195411510.615319,1317737652.517962,1311637307.3552768,1172264862.6885166,1178153662.3637998,1036996780.9997436
2023-01-26,1203116268.9917352,1326683324.247907,1325395048.4454522,1179818512.6711082,1187180490.3127804,1042293823.1077069
2023-01-27,1212441121.2057135,1342083376.2761316,1334959440.1692982,1188973222.6514554,1200945531.7429886,1047480846.8743376
2023-01-30,1196897196.3185575,1328619868.5568047,1325221532.644536,1173713945.2075632,1183321910.2879343,1043457318.9627436
2023-01-31,1184950754.9864602,1324136074.5521328,1322146297.297324,1161983878.8288229,1173763623.4800272,1038425759.1191417
2023-02-01,1186032201.5944405,1319768645.5959573,1314615047.6279368,1163048084.593528,1169610356.1892617,1041905126.2319609
2023-02-02,1177289215.0824661,1300505237.519259,1307630544.1901295,1154469343.4421842,1188904686.4137096,1046204070.6786294
2023-02-03,1184375214.7090893,1296253758.8955626,1302184416.340886,1161418006.4635863,1186021955.819814,1049416843.4818581
2023-02-06,1186695616.7383268,1288850983.1027036,1297889101.8357353,1163693437.194338,1174814177.963923,1043656226.7860559
2023-02-07,1207837022.8419487,1315617726.8593993,1321524823.9682093,1184425061.7492375,1201099211.6030974,1052995330.8927648
2023-02-08,1214251273.3420434,1321040834.1356597,1337410725.7335167,1190714999.2547817,1211854007.3353117,1053727649.7443038
2023-02-09,1205047911.84028,1311955571.367787,1325585912.4681795,1181690042.896001,1189497193.477026,1047235529.6967973
2023-02-10,1185892256.013019,1302320538.2810857,1296597381.5098095,1162905669.401693,1148136725.127732,1044648912.4939023
2023-02-13,1185748406.8003824,1299815930.5271182,1289338781.8080761,1162764604.2378054,1163735159.0288217,1047656846.5659302
2023-02-14,1189787581.6890316,1302037983.29078,1292493256.346693,1166725489.1631088,1172813553.7939553,1053990463.1001153
2023-02-15,1185780690.1063318,1287549480.2546303,1276137699.883025,1162796268.730751,1158153389.3651087,1049842905.0773021
2023-02-16,1176288986.310953,1271929358.9496827,1261268926.1078577,1153488535.2444906,1150254550.9616466,1046977238.6582508
2023-02-17,1173304551.1858695,1262430338.2624788,1251496958.635581,1150561950.0786517,1150926037.2258813,1046984800.5658087
2023-02-20,1166214541.401768,1246057229.8463762,1240370877.728853,1143609375.3655603,1137699746.178492,1046833414.1419533
2023-02-21,1156324916.501719,1238266738.748742,1233542411.6763074,1133911441.5291514,1130521543.6795235,1043597584.9343079
2023-02-22,1154556312.7343576,1236480298.626356,1227134494.9426174,1132177109.14327,1112416541.6176257,1033965864.6596476
2023-02-23,1159018327.608377,1246040920.505057,1228081927.4220195,1136552633.9091377,1112281185.4859085,1038442810.4793212
2023-02-24,1160144645.6927226,1258827712.8595166,1235297243.6168401,1137657104.9196293,1123151911.6574948,1041042475.6795709
2023-02-27,1165782777.0285769,1269908083.0019293,1241079365.2999802,1143185946.5591137,1122146945.9378057,1040769283.2349545
2023-02-28,1192527422.1689317,1313404756.2547753,1248366618.1558647,1169412157.6092556,1116899154.5136995,1039017441.3173734
2023-03-01,1190201559.1099267,1314444540.464803,1251179787.949536,1167131368.9725273,1125814349.4028325,1039275139.265131
2023-03-02,1191418862.1426256,1313722580.341591,1245325060.7170303,1168325085.0291173,1115149922.9374661,1041169841.9264776
2023-03-03,1185305269.3656254,1306981292.0773506,1238936090.108272,1162329994.6228347,1109434061.1193566,1034522851.0467312
2023-03-06,1174080593.636973,1294604155.176093,1227207725.3215258,1151322891.561008,1098926112.7070777,1033515412.2055119
2023-03-07,1159406080.1263933,1278422978.3590052,1211878331.6972196,1136932820.3912187,1085203355.425452,1027405242.6260282
2023-03-08,1165545270.8447752,1285192492.7593532,1218305142.7234926,1142953012.563091,1090962237.7542858,1028864690.7847037
2023-03-09,1179083111.473449,1300120292.0881815,1232449548.5813017,1156228443.4652078,1103625322.3720593,1032421307.9727713
2023-03-10,1172927036.8002017,1293332160.2216504,1226016157.8056037,1150191694.607353,1097866020.095533,1027184168.0344824
2023-03-13,1187799646.0222783,1309731771.6554718,1241545154.1779087,1164776021.7151546,1111780351.9013786,1030471818.5498041
2023-03-14,1150391400.7854686,1268482742.843894,1202447500.9747996,1128092876.416571,1076768107.138697,1008434863.0627506
2023-03-15,1152402566.8735323,1270700399.6034195,1204547765.078936,1130065059.2164052,1078649497.6855443,1006358303.9382712
2023-03-16,1141592731.8807058,1258780696.012813,1193250509.4483793,1119464755.8558679,1068524082.0370721,996882640.6774284
2023-03-17,1171485071.6888123,1291742145.5056844,1224479611.9367142,1148777679.7194123,1096498724.889061,1013964989.850734
2023-03-20,1155370176.7344255,1273972700.23871,1207642793.099611,1132975146.6323617,1081414686.569297,1003982604.6471629
2023-03-21,1173821869.1668246,1294318866.9179602,1226940297.7907495,1151069182.0573766,1098701152.034349,1015995584.439077
2023-03-24,1180829185.184949,1302045638.8767533,1234263766.2181334,1157940672.286836,1105255950.1499739,1026721408.9464781
2023-03-27,1173552743.8182378,1294022109.9012249,1226653135.2996686,1150805273.2799604,1098443915.4348829,1018625645.5422556
2023-03-28,1184440729.5463629,1306027988.1282406,1238024133.482343,1161482212.5468335,1108631739.373917,1026429015.1875725
2023-03-29,1210290021.7937431,1334531281.8251579,1265043007.8363955,1186830456.961227,1132827613.211619,1038440067.4344227
2023-03-30,1202591085.4143145,1326041879.3813066,1256995479.2174046,1179280752.3422773,1125622386.316196,1033811512.781848
2023-03-31,1210579917.701401,1334850941.958148,1265346572.7257586,1187114733.6931276,1133095893.5027053,1033253636.758581
2023-04-03,1217758031.2924802,1342766047.6375735,1272856604.674893,1194153710.8534946,1139823287.0184982,1036578429.5845548
2023-04-04,1230013539.600118,1356279659.9452562,1285663321.4384663,1203617380.1468008,1151287370.6434479,1037489935.9906768
2023-04-05,1237831692.8638234,1364900380.0285158,1293835186.349066,1208776686.738595,1158605134.0178785,1035439695.2699528
2023-04-06,1235091886.9103966,1361879321.0743487,1290971420.4449763,1209067872.0113704,1156040689.5678272,1031353966.9618777
2023-04-10,1237423989.4972892,1364450823.9377418,1293409032.5583098,1216155817.763599,1158223520.3548245,1028084998.8064048
2023-04-11,1248113466.9183345,1376237622.1821942,1304582133.858308,1227307764.7208345,1168228825.0212784,1034170258.5727568
2023-04-12,1257761460.924868,1386876023.9722402,1314666625.7577271,1236491561.3171282,1177259282.6751983,1032295127.9074423
2023-04-13,1256699299.8986452,1385704827.5798802,1313556410.0488214,1237276944.3360863,1176265104.231519,1030265793.6370256
2023-04-14,1249147622.6133642,1377377938.1835127,1305663073.089114,1227305115.4444249,1169196765.2345815,1035272591.9401928
2023-04-17,1238617122.1945672,1365766436.7834141,1294656144.997432,1222261448.0143793,1159340250.6235654,1030567009.6214154
2023-04-18,1265468483.1793494,1395374205.3362029,1322722339.5707996,1248980783.6772153,1184473012.15926,1035763448.7043191
2023-04-26,1296497213.7717364,1429588168.3209844,1355154897.6721575,1280267734.063275,1213515763.5831048,1049176196.8942802
2023-04-27,1287353224.429977,1419505509.3602614,1345597211.3722937,1269954135.35244,1204957024.289778,1054540406.5340813
2023-04-28,1330100215.3783703,1466640661.724773,1390278182.0180106,1310291138.4550068,1244968036.2033122,1050021721.9501419
2023-05-02,1293663568.19449,1426463636.5486104,1352193043.2833261,1271133298.4377413,1210863472.5581102,1042063629.7452824
2023-05-03,1266166373.0793018,1396143738.0881999,1323451784.8012471,1227451247.3768365,1168067754.3692062,1034384067.802139
2023-05-04,1255909987.8723602,1384834491.3043556,1312731367.9650733,1207843699.9669402,1149408762.120644,1039137097.3840249
2023-05-05,1247071222.5158467,1375088389.0789552,1303492708.6262927,1195828467.5120842,1137974732.7168036,1030574423.2562761
2023-05-08,1251711961.939559,1380205520.148628,1308343409.9408941,1211489989.897359,1152878588.5761251,1027841460.9012312
2023-05-09,1261392243.8491855,1390879524.1805143,1318461658.7347455,1224681563.2699828,1165432000.3799233,1029412780.8099545
2023-05-10,1270590902.205161,1401022463.9524398,1328076493.7735982,1232498833.3425927,1172871142.0507545,1034259963.5545712
2023-05-11,1249987618.04327,1378304165.0147004,1306541051.2180154,1207693605.9438813,1149265837.2696378,1025762455.2772478
2023-05-12,1233488128.8470519,1360110933.0557094,1289295072.4378521,1193713859.4960368,1135962330.5613015,1018448014.8509934
2023-05-15,1229888194.833738,1356141450.499467,1285532265.9066374,1188389956.483713,1130895928.854133,1019051855.4103967
2023-05-16,1224092296.5188158,1349750578.5642128,1279474142.639931,1182971759.0756214,1125739856.577985,1013710998.7204068
2023-05-17,1212207992.3657358,1336646300.0277162,1267052154.599878,1164145963.0074852,1107824738.362236,1011668838.861681
2023-05-19,1206104665.9664278,1329916441.206374,1260672694.2090182,1144490957.640714,1089120534.1140056,1017354503.7090416
2023-05-22,1229914301.7730985,1356170237.4259348,1285559553.991223,1163206280.1232657,1106930490.1807795,1021770657.7228577
2023-05-23,1237635898.1910207,1364684488.5677185,1293630500.1061544,1175032288.680679,1118184428.8927696,1022839110.7789804
2023-05-24,1242995286.567349,1370594040.9618545,1299232364.3274052,1180089874.4024546,1122997364.2061892,1024223829.4982601
2023-05-25,1219459147.4787047,1344641817.0615628,1274631375.1126997,1145399301.2079928,1089984940.8013406,1017911712.5051711
2023-05-26,1210644335.766261,1334922127.4244213,1265417753.1606297,1134527374.636743,1079638957.4244552,1015295663.1718793
2023-05-29,1212424555.4430184,1336885094.224826,1267278515.654509,1136382763.8971329,1081404603.190813,1014400021.9443593
2023-05-30,1203329177.5535455,1326856037.099484,1257771633.8189037,1136090919.9054096,1081126870.5625362,1007616323.6377817
2023-05-31,1182033456.326864,1303374219.4865704,1235512426.1461003,1118061719.9917204,1063969804.2265267,1007136290.780552
2023-06-05,1213276335.674842,1337824313.3212147,1268168833.1622517,1153536827.4774928,1097728764.223836,1007162979.8660505
2023-06-06,1205510060.0108864,1353805679.2041054,1283318109.434822,1139139918.827145,1084028297.487153,1004959276.9037104
2023-06-07,1202025091.9448996,1346001942.6416655,1275920684.083715,1135397018.4548347,1080466478.6991768,1005085605.2417365
2023-06-08,1210527014.4238038,1355640528.5277176,1285057425.0554042,1144213407.717523,1088856330.8817956,1012157174.9899546
2023-06-09,1210169570.3020403,1356335406.856932,1285716123.6835985,1139441299.2470133,1084315097.1101012,1016361966.2738924
2023-06-12,1215942781.168388,1366404193.2824137,1295260666.270704,1150507058.4297793,1094845494.646612,1020666248.5376606
2023-06-13,1214353117.9059863,1357596624.9842582,1286911674.9267378,1147276987.4321394,1091771694.5279703,1020156264.5955937
2023-06-14,1215664991.570919,1364092242.351581,1293069089.9291096,1150734229.4496489,1095061675.1024282,1017226321.9623003
2023-06-15,1220286189.5154643,1376676363.7737675,1304998003.4803376,1153504611.8112595,1097698026.3139186,1019363821.1653346
2023-06-16,1215883966.8479197,1373168407.492483,1301672693.2884655,1147370586.009848,1091860764.8010385,1017048691.2710382
2023-06-19,1216602604.2414641,1367564266.8175206,1296360339.1401134,1150022090.39589,1094383989.3594122,1015152654.1554166
2023-06-20,1215322793.6632357,1366238875.1144643,1295103955.5979607,1149920619.974339,1094287428.0778883,1011265166.4435164
2023-06-21,1222745582.4288576,1371989881.367564,1300555528.5861924,1155211633.7809203,1099322462.5332046,1017667878.054603
