tanggal,Investing_Optimal,Investing_Growth,Hybrid_Optimal,Hybrid_Growth,Trading_Optimal,Trading_Growth,IHSG
2023-12-06,1296010552.00306,1296010552.00306,1002052474.9479604,1002052474.9479604,1559524474.0559282,1559524474.0559282,1076087987.9839807
2023-12-07,1294896297.3683445,1294896297.3683445,1002541324.7690217,1002541324.7690217,1553419384.1662083,1553419384.1662083,1083258678.0302863
2023-12-08,1305864900.2981539,1305864900.2981539,1004316084.6011176,1004316084.6011176,1556520402.5585647,1556520402.5585647,1087050678.1251807
2023-12-11,1295221043.7917528,1295221043.7917528,995677108.6704816,995677108.6704816,1541968020.9534235,1541968020.9534235,1076299054.1684647
2023-12-12,1286453260.9804697,1286453260.9804697,997857874.8401904,997857874.8401904,1541357657.10164,1541357657.10164,1081844230.635215
2023-12-13,1258811306.763262,1258811306.763262,976901027.6306102,976901027.6306102,1525631353.2969458,1525631353.2969458,1074257783.9459221
2023-12-14,1276060675.3761659,1276060675.3761659,994936737.1123066,994936737.1123066,1556852912.6418462,1556852912.6418462,1089543438.7107394
2023-12-15,1280860261.901843,1280860261.901843,986850842.7638075,986850842.7638075,1563717142.9380677,1563717142.9380677,1091816607.4317243
2023-12-18,1285108499.7480836,1285108499.7480836,988558006.8688476,988558006.8688476,1560678700.0267076,1560678700.0267076,1080966307.9950123
2023-12-19,1299642837.4462156,1299642837.4462156,1007144196.6619128,1007144196.6619128,1566396802.4347358,1566396802.4347358,1091339614.1647873
2023-12-20,1295648286.636772,1295648286.636772,1002791934.454198,1002791934.454198,1562943301.3997235,1562943301.3997235,1096171005.8671508
2023-12-21,1297834061.3704104,1297834061.3704104,1013820495.1534667,1013820495.1534667,1561341243.844644,1561341243.844644,1094645428.085518
2023-12-22,1299949882.9403906,1299949882.9403906,1014246211.8837922,1014246211.8837922,1566976401.7593594,1566976401.7593594,1098881504.9085677
2023-12-27,1307519805.1651251,1307519805.1651251,1022160548.5379843,1022160548.5379843,1565419917.9520335,1565419917.9520335,1100156427.6955607
2023-12-28,1315624669.4673758,1315624669.4673758,1032778588.2580386,1032778588.2580386,1584229666.6949167,1584229666.6949167,1108958413.9566126
2023-12-29,1314312389.396484,1314312389.396484,1029204730.8944093,1029204730.8944093,1579964874.4125054,1579964874.4125054,1104237781.9590678
2024-01-02,1350609416.6661599,1350609416.6661599,1053585494.6852217,1053585494.6852217,1594033287.6015096,1594033287.6015096,1111949444.941158
2024-01-03,1332516285.6316972,1332516285.6316972,1030672516.4108824,1030672516.4108824,1579829137.7194748,1579829137.7194748,1105193399.492611
2024-01-04,1356858190.4629824,1356858190.4629824,1050211693.4164886,1050211693.4164886,1617753704.7378564,1617753704.7378564,1117441984.6003978
2024-01-05,1346618921.1106331,1346618921.1106331,1044571349.4461148,1044571349.4461148,1604460621.4384444,1604460621.4384444,1116053633.2000363
2024-01-08,1338442680.2529986,1338442680.2529986,1039114599.6483759,1039114599.6483759,1594032115.8264484,1594032115.8264484,1105874267.7182167
2024-01-09,1342863918.3775322,1342863918.3775322,1040999205.273004,1040999205.273004,1609944176.0205653,1609944176.0205653,1093215782.7389824
2024-01-10,1350974071.181065,1350974071.181065,1040882261.4190097,1040882261.4190097,1629394420.9037678,1629394420.9037678,1097329460.4504821
2024-01-11,1347144986.091892,1347144986.091892,1040930380.0974064,1040930380.0974064,1624545796.6558845,1624545796.6558845,1096216080.7671037
2024-01-12,1363240748.7539132,1363240748.7539132,1051590250.7916409,1051590250.7916409,1643400635.6704826,1643400635.6704826,1099431003.5244422
2024-01-15,1379501769.6651566,1379501769.6651566,1062282125.6664896,1062282125.6664896,1639896815.874733,1639896815.874733,1096829040.0973856
2024-01-16,1375368109.428671,1375368109.428671,1058418212.5191724,1058418212.5191724,1649700871.6794233,1649700871.6794233,1099681361.9736876
2024-01-17,1359606751.8743207,1359606751.8743207,1047005656.4555839,1047005656.4555839,1640246838.6862051,1640246838.6862051,1093281319.2711508
2024-01-18,1348867042.3458428,1348867042.3458428,1041574429.6469692,1041574429.6469692,1634290248.3371334,1634290248.3371334,1101226956.5694444
2024-01-19,1341283285.3033648,1341283285.3033648,1038323560.784944,1038323560.784944,1640044960.2441254,1640044960.2441254,1097345399.7654326
2024-01-22,1317680831.0427268,1317680831.0427268,1023838718.7630765,1023838718.7630765,1622169450.7123356,1622169450.7123356,1100461943.5881698
2024-01-23,1298037183.132578,1298037183.132578,1006270735.2328511,1006270735.2328511,1600582100.4211884,1600582100.4211884,1101722261.514487
2024-01-24,1290958642.7273166,1290958642.7273166,1005718228.6241045,1005718228.6241045,1596696038.8122563,1596696038.8122563,1097409379.4342804
2024-01-25,1305799403.247215,1305799403.247215,1007309784.7200867,1007309784.7200867,1600962862.6074266,1600962862.6074266,1089851030.4211094
2024-01-26,1307429937.9825082,1307429937.9825082,1010331815.5288525,1010331815.5288525,1597345590.1014063,1597345590.1014063,1083632918.318054
2024-01-29,1308928279.4958866,1308928279.4958866,1015675770.1294563,1015675770.1294563,1614426257.4415104,1614426257.4415104,1086682739.4270446
2024-01-30,1311729342.1293273,1311729342.1293273,1018757124.498865,1018757124.498865,1604905329.6116896,1604905329.6116896,1092003060.3484707
2024-01-31,1314654440.3538163,1314654440.3538163,1024459845.0101713,1024459845.0101713,1603530515.8403683,1603530515.8403683,1094390621.455356
2024-02-01,1315055505.5590973,1315055505.5590973,1023074366.0958965,1023074366.0958965,1609404530.0826561,1609404530.0826561,1093442417.5566735
2024-02-02,1312153670.9095457,1312153670.9095457,1016069903.2831141,1016069903.2831141,1603627289.9588256,1603627289.9588256,1099073740.4605055
2024-02-05,1316559503.0187216,1316559503.0187216,1012707132.9225513,1012707132.9225513,1597506814.180071,1597506814.180071,1092974691.3333127
2024-02-06,1324269280.322071,1324269280.322071,1019692203.2765768,1019692203.2765768,1609430076.501533,1609430076.501533,1100382988.3769033
2024-02-07,1334449597.7822173,1334449597.7822173,1021850553.0140338,1021850553.0140338,1613928712.3318934,1613928712.3318934,1098522091.8905215
2024-02-12,1350612816.57184,1350612816.57184,1039796132.3390738,1039796132.3390738,1633557740.4415135,1633557740.4415135,1108014139.2844064
2024-02-13,1345511213.3166308,1345511213.3166308,1031690147.5446643,1031690147.5446643,1625821909.1125712,1625821909.1125712,1094663962.1726696
2024-02-15,1361663151.4058814,1361663151.4058814,1045516812.1276841,1045516812.1276841,1656528388.917988,1656528388.917988,1108866188.3389456
2024-02-16,1373954298.2121634,1373954298.2121634,1044860187.6845411,1044860187.6845411,1664153304.067475,1664153304.067475,1113764895.845844
2024-02-19,1359739373.6888783,1359739373.6888783,1033102702.4292867,1033102702.4292867,1650738828.9409645,1650738828.9409645,1107867349.3141646
2024-02-20,1357439179.7145097,1357439179.7145097,1033643023.9831889,1033643023.9831889,1650207473.664087,1650207473.664087,1116354552.6390316
2024-02-21,1356767874.938063,1356767874.938063,1029358874.8984003,1029358874.8984003,1651672860.3580704,1651672860.3580704,1115810984.9310458
2024-02-22,1350152019.3569946,1350152019.3569946,1033923840.4271053,1033923840.4271053,1658229677.846047,1658229677.846047,1114386084.3108213
2024-02-23,1342914473.8885312,1342914473.8885312,1026674332.1079166,1026674332.1079166,1633248923.3830905,1633248923.3830905,1107623366.5908995
2024-02-26,1334071917.317009,1334071917.317009,1020319774.4551992,1020319774.4551992,1632199160.9412,1632199160.9412,1105911928.983309
2024-02-27,1340292703.1692786,1340292703.1692786,1033971340.2660552,1033971340.2660552,1645555043.6360722,1645555043.6360722,1106138712.0736976
2024-02-28,1347487193.034975,1347487193.034975,1037119987.0364294,1037119987.0364294,1654088730.116394,1654088730.116394,1112715940.6494048
2024-02-29,1335555550.4496934,1335555550.4496934,1031227091.7447362,1031227091.7447362,1643480775.3793588,1643480775.3793588,1110814195.0349405
2024-03-01,1343173053.5161142,1343173053.5161142,1038254611.976165,1038254611.976165,1642025151.0149093,1642025151.0149093,1110175955.2097838
2024-03-04,1361531328.0374901,1361531328.0374901,1040259892.1542948,1040259892.1542948,1637008904.3025463,1637008904.3025463,1104837841.5646923
2024-03-05,1379098658.9808207,1379098658.9808207,1044860692.0851805,1044860692.0851805,1659879646.0693674,1659879646.0693674,1100390846.8298557
2024-03-06,1394046225.910276,1394046225.910276,1048956821.3175061,1048956821.3175061,1678798995.570506,1678798995.570506,1112892755.8408322
2024-03-07,1401910891.7806208,1401910891.7806208,1044396471.0624957,1044396471.0624957,1681291056.4803283,1681291056.4803283,1119598092.0269322
2024-03-08,1413421975.7400138,1413421975.7400138,1057140876.82291,1057140876.82291,1700779824.5408103,1700779824.5408103,1120804142.1460695
2024-03-13,1399360678.8721623,1399360678.8721623,1051309818.0496672,1051309818.0496672,1688825025.2482653,1688825025.2482653,1126771080.3000448
2024-03-14,1423492002.7767081,1423492002.7767081,1067128634.6539578,1067128634.6539578,1720141313.150536,1720141313.150536,1128609439.33645
2024-03-15,1415542984.9724183,1415542984.9724183,1058699358.3940082,1058699358.3940082,1699729931.617858,1699729931.617858,1112627570.1218655
2024-03-18,1405883998.3005986,1405883998.3005986,1056049048.6328852,1056049048.6328852,1691651972.2022915,1691651972.2022915,1108739934.137268
2024-03-19,1421464102.6588902,1421464102.6588902,1070739124.5003814,1070739124.5003814,1721302953.621446,1721302953.621446,1113947271.263417
2024-03-20,1427840857.985888,1427840857.985888,1078003493.5286524,1078003493.5286524,1732290489.7271845,1732290489.7271845,1113094258.4363458
2024-03-21,1433063763.3890429,1433063763.3890429,1077075559.6580656,1077075559.6580656,1756405203.2581306,1756405203.2581306,1114191253.9866822
2024-03-22,1432400542.967318,1432400542.967318,1079714618.2037838,1079714618.2037838,1750032869.64365,1750032869.64365,1115982684.7144194
2024-03-25,1444520743.3886952,1444520743.3886952,1088703703.662432,1088703703.662432,1773177604.8106318,1773177604.8106318,1120174428.0010023
2024-03-26,1448549287.1483479,1448549287.1483479,1079625487.1959763,1079625487.1959763,1751197324.9628801,1751197324.9628801,1118337922.3733122
2024-03-27,1449631174.9396086,1449631174.9396086,1084837351.9549181,1084837351.9549181,1746852431.9228187,1746852431.9228187,1109900316.2656631
2024-03-28,1446486161.6727717,1446486161.6727717,1094880070.0573618,1094880070.0573618,1755413108.14709,1755413108.14709,1106669528.329723
2024-04-01,1404134707.2872314,1404134707.2872314,1060586309.6009059,1060586309.6009059,1714859559.7695897,1714859559.7695897,1093953365.2712724
2024-04-02,1419334642.6806655,1419334642.6806655,1070684576.8331738,1070684576.8331738,1720824714.2835145,1720824714.2835145,1098800251.4704945
2024-04-03,1409748094.3567977,1409748094.3567977,1059616731.9447659,1059616731.9447659,1709075700.2451713,1709075700.2451713,1088150861.5385072
2024-04-04,1409377573.1792145,1409377573.1792145,1059081924.6363242,1059081924.6363242,1711108001.2897594,1711108001.2897594,1101444398.4799085
2024-04-05,1412888785.58714,1412888785.58714,1058371272.1540227,1058371272.1540227,1710018789.8727357,1710018789.8727357,1106376319.0709827
2024-04-16,1418684981.302234,1418684981.302234,1035851692.9882936,1035851692.9882936,1662399806.2129228,1662399806.2129228,1087841564.6921194
2024-04-17,1413534411.9416652,1413534411.9416652,1033662087.4401585,1033662087.4401585,1653016978.419543,1653016978.419543,1082684417.8739772
2024-04-18,1424885109.849431,1424885109.849431,1038321860.7700267,1038321860.7700267,1667712805.2425425,1667712805.2425425,1088146265.0848937
2024-04-19,1405937494.7155232,1405937494.7155232,1016100929.9088724,1016100929.9088724,1624918208.9001827,1624918208.9001827,1076076126.1682036
2024-04-22,1408419283.0843718,1408419283.0843718,1023822795.2419765,1023822795.2419765,1631333552.7423902,1631333552.7423902,1074026849.2200115
2024-04-23,1405582776.755083,1405582776.755083,1025552628.5725191,1025552628.5725191,1626560045.5100534,1626560045.5100534,1079643567.2631679
2024-04-24,1399663317.4091475,1399663317.4091475,1033237826.020237,1033237826.020237,1638417350.4879532,1638417350.4879532,1089318286.6200202
2024-04-25,1383946311.5723796,1383946311.5723796,1036606555.3776667,1036606555.3776667,1619191913.5278494,1619191913.5278494,1086397166.212211
2024-04-26,1362527394.7264526,1362527394.7264526,1019269788.5610774,1019269788.5610774,1591863582.2987607,1591863582.2987607,1068296035.3363492
2024-04-29,1401608922.5562854,1401608922.5562854,1041360234.3972205,1041360234.3972205,1620769457.397338,1620769457.397338,1086471599.1062124
2024-04-30,1411146463.0892491,1411146463.0892491,1050185667.9618148,1050185667.9618148,1634719299.840507,1634719299.840507,1098377081.1926463
2024-05-02,1349083201.2257283,1349083201.2257283,1005996711.1816256,1005996711.1816256,1564898584.8370085,1564898584.8370085,1080647447.559654
2024-05-03,1343600080.9518495,1343600080.9518495,1028442066.728178,1028442066.728178,1559035415.8966904,1559035415.8966904,1083274024.254448
2024-05-06,1341230095.2161512,1341230095.2161512,1018750288.5468856,1018750288.5468856,1584792687.6111426,1584792687.6111426,1083451061.854921
2024-05-07,1325937186.7862816,1325937186.7862816,1017307048.4230686,1017307048.4230686,1557848546.019382,1557848546.019382,1081586829.232852
2024-05-08,1331535369.8078084,1331535369.8078084,1021195300.8134485,1021195300.8134485,1566743020.905876,1566743020.905876,1076300536.8954368
2024-05-13,1332879055.5151448,1332879055.5151448,1018441654.4232006,1018441654.4232006,1558485650.626076,1558485650.626076,1077889649.5278256
2024-05-14,1339155445.0284822,1339155445.0284822,1014103569.3378177,1014103569.3378177,1535529804.5407214,1535529804.5407214,1075536561.8230426
2024-05-15,1344459327.870103,1344459327.870103,1014457703.8099409,1014457703.8099409,1547625936.2811239,1547625936.2811239,1090122666.0024052
2024-05-16,1363951705.1853042,1363951705.1853042,1028296510.0878483,1028296510.0878483,1559672689.053197,1559672689.053197,1100274823.4442859
2024-05-17,1377752560.302629,1377752560.302629,1042010642.9424717,1042010642.9424717,1568854725.2407212,1568854725.2407212,1110985301.7275252
2024-05-20,1361304216.7883146,1361304216.7883146,1045328931.7245736,1045328931.7245736,1570402386.1093092,1570402386.1093092,1103310706.9197385
2024-05-21,1334936990.4527338,1334936990.4527338,1026257094.9075241,1026257094.9075241,1571986147.4006608,1571986147.4006608,1091064938.9931989
2024-05-22,1340402311.612791,1340402311.612791,1031960857.7497346,1031960857.7497346,1571707013.153598,1571707013.153598,1096583203.9654052
2024-05-27,1309411805.7744641,1309411805.7744641,1007713803.0961825,1007713803.0961825,1545150904.0769787,1545150904.0769787,1089604749.4710371
2024-05-28,1311368153.5020447,1311368153.5020447,1019920086.4610503,1019920086.4610503,1534275957.7897267,1534275957.7897267,1101327040.6400638
2024-05-29,1288767164.0642219,1288767164.0642219,1006447202.0437868,1006447202.0437868,1523094842.2253265,1523094842.2253265,1084109837.4486423
2024-05-30,1280950720.3290327,1280950720.3290327,1003998524.6333807,1003998524.6333807,1519798757.4484282,1519798757.4484282,1068002529.5322145
2024-05-31,1273067813.9912455,1273067813.9912455,999993384.7848946,999993384.7848946,1512715207.5126865,1512715207.5126865,1058375479.8475164
2024-06-03,1326176200.416348,1326176200.416348,1027002620.0351217,1027002620.0351217,1568089950.6287956,1568089950.6287956,1068313605.6509691
2024-06-04,1332886034.875402,1332886034.875402,1046450325.8055053,1046450325.8055053,1551073653.953983,1551073653.953983,1077897359.7080808
2024-06-05,1317230377.009943,1317230377.009943,1042121684.660272,1042121684.660272,1514391853.56269,1514391853.56269,1054873352.875675
2024-06-06,1329478361.7508278,1329478361.7508278,1049357373.0700994,1049357373.0700994,1524566399.1581597,1524566399.1581597,1059007269.8103445
2024-06-07,1334332716.5635152,1334332716.5635152,1046312118.1445396,1046312118.1445396,1511821219.5163903,1511821219.5163903,1047324345.0424284
2024-06-10,1315508576.0955908,1315508576.0955908,1031876137.3982357,1031876137.3982357,1484029133.5784395,1484029133.5784395,1050907206.4979028
2024-06-11,1282468111.7505517,1282468111.7505517,1005171374.1446396,1005171374.1446396,1441686102.6820025,1441686102.6820025,1040908066.4795467
2024-06-12,1272364742.3144662,1272364742.3144662,1002601363.0714294,1002601363.0714294,1444624824.6127234,1444624824.6127234,1040058760.469906
2024-06-13,1288679884.3004265,1288679884.3004265,1009838940.2116044,1009838940.2116044,1447424976.1948767,1447424976.1948767,1037244841.2221823
2024-06-14,1255734053.3249302,1255734053.3249302,981894848.2791247,981894848.2791247,1409973382.0543904,1409973382.0543904,1022557911.6087143
2024-06-19,1255860621.0365264,1255860621.0365264,990650574.9830406,990650574.9830406,1407748094.4598057,1407748094.4598057,1021356457.9431909
2024-06-20,1276600076.9433167,1276600076.9433167,1004564666.706712,1004564666.706712,1435267359.2960634,1435267359.2960634,1035385946.4172127
2024-06-21,1289632688.7585163,1289632688.7585163,1027061453.9489552,1027061453.9489552,1464802181.7330153,1464802181.7330153,1044595608.459254
2024-06-24,1282926912.6310546,1282926912.6310546,1028651860.9503487,1028651860.9503487,1470169726.8701167,1470169726.8701167,1045990483.8582929
2024-06-25,1271260596.146254,1271260596.146254,1029884003.6918634,1029884003.6918634,1455019720.1224449,1455019720.1224449,1045009511.6935264
2024-06-26,1270330421.2132132,1270330421.2132132,1028521505.5532031,1028521505.5532031,1456750128.8325038,1456750128.8325038,1048492214.9420329
2024-06-27,1285530060.3778129,1285530060.3778129,1037634591.7139127,1037634591.7139127,1463631131.4104414,1463631131.4104414,1057952680.2514113
2024-06-28,1302980687.3270144,1302980687.3270144,1051636172.9030848,1051636172.9030848,1480106670.1312761,1480106670.1312761,1072471691.0352845
2024-07-01,1326556277.3033967,1326556277.3033967,1060691281.5615244,1060691281.5615244,1499390863.1401536,1499390863.1401536,1084018279.0581126
2024-07-02,1320019090.719288,1320019090.719288,1055571870.2521311,1055571870.2521311,1499851250.5090675,1499851250.5090675,1081819172.549386
2024-07-03,1334132738.4584472,1334132738.4584472,1065405081.6242182,1065405081.6242182,1502980341.7584615,1502980341.7584615,1092692231.8451204
2024-07-04,1344124420.3722353,1344124420.3722353,1067869412.3168197,1067869412.3168197,1500274788.2839086,1500274788.2839086,1096356569.147714
2024-07-05,1354995376.7615447,1354995376.7615447,1074685155.6806786,1074685155.6806786,1507882709.2188377,1507882709.2188377,1101288489.7387881
2024-07-08,1351760391.9416096,1351760391.9416096,1082963081.8247507,1082963081.8247507,1525652481.9024158,1525652481.9024158,1100924850.9488711
2024-07-09,1358105432.434691,1358105432.434691,1082947493.2596524,1082947493.2596524,1515060385.057645,1515060385.057645,1103782881.324016
2024-07-10,1354289364.6427135,1354289364.6427135,1085269003.6897066,1085269003.6897066,1513370261.1367357,1513370261.1367357,1106400635.7933257
2024-07-11,1356868694.147929,1356868694.147929,1087838554.458256,1087838554.458256,1498390904.2313504,1498390904.2313504,1108429895.927394
2024-07-12,1366215373.7257078,1366215373.7257078,1097211229.6149125,1097211229.6149125,1498227958.7111032,1498227958.7111032,1112555583.727368
2024-07-15,1360833393.3394916,1360833393.3394916,1091396376.5096405,1091396376.5096405,1498915814.8593037,1498915814.8593037,1105158777.8178115
2024-07-16,1354719422.1309144,1354719422.1309144,1082424704.8321254,1082424704.8321254,1477041351.7638562,1477041351.7638562,1096873373.6338525
2024-07-17,1365820404.397121,1365820404.397121,1098060166.7969635,1098060166.7969635,1499030384.5561423,1499030384.5561423,1096861956.636167
2024-07-18,1393958453.9961917,1393958453.9961917,1114587207.736984,1114587207.736984,1503155986.9251547,1503155986.9251547,1111567272.0640895
2024-07-19,1398323098.3506951,1398323098.3506951,1114233257.0170643,1114233257.0170643,1497544273.987373,1497544273.987373,1107532253.0184615
2024-07-22,1418182643.6549683,1418182643.6549683,1121535073.8672528,1121535073.8672528,1500157598.7156816,1500157598.7156816,1111704720.8544066
2024-07-23,1399598361.8862598,1399598361.8862598,1113186868.2688015,1113186868.2688015,1490483043.7845306,1490483043.7845306,1110471981.649771
2024-07-24,1397203441.127182,1397203441.127182,1109646792.1471162,1109646792.1471162,1480091074.2719123,1480091074.2719123,1102713686.9044073
2024-07-25,1394741857.4674275,1394741857.4674275,1106270931.4515595,1106270931.4515595,1482340479.8896828,1482340479.8896828,1099300227.0054996
2024-07-26,1405505170.030402,1405505170.030402,1116458595.702426,1116458595.702426,1494044192.689682,1494044192.689682,1106571445.940516
2024-07-29,1401237242.4520464,1401237242.4520464,1112212160.136858,1112212160.136858,1491810976.5674405,1491810976.5674405,1106682279.7816834
2024-07-30,1393602411.5011208,1393602411.5011208,1094603051.2522738,1094603051.2522738,1486118084.3308902,1486118084.3308902,1099541170.138472
2024-07-31,1415767595.6951115,1415767595.6951115,1115008024.909772,1115008024.909772,1497065791.8665185,1497065791.8665185,1101651387.1652188
2024-08-01,1433644256.561273,1433644256.561273,1117438485.8748198,1117438485.8748198,1511528482.7134275,1511528482.7134275,1112313380.2764695
2024-08-02,1441207404.4707232,1441207404.4707232,1121992866.6431174,1121992866.6431174,1495553792.32937,1495553792.32937,1109601398.5080802
2024-08-05,1385178994.06844,1385178994.06844,1083886785.2351496,1083886785.2351496,1463091637.4690535,1463091637.4690535,1071875857.2015308
2024-08-06,1394241998.980525,1394241998.980525,1091122707.0888145,1091122707.0888145,1466428506.3500638,1466428506.3500638,1082437543.8331163
2024-08-07,1408964725.81817,1408964725.81817,1098477614.3088098,1098477614.3088098,1480729794.461902,1480729794.461902,1095026785.4627519
2024-08-08,1414933649.404936,1414933649.404936,1105969245.9481745,1105969245.9481745,1495283389.0760646,1495283389.0760646,1092444171.6226816
2024-08-09,1423841254.7679408,1423841254.7679408,1113083329.621747,1113083329.621747,1497907192.102315,1497907192.102315,1101838729.7181485
2024-08-12,1438891001.0656252,1438891001.0656252,1122266677.8357244,1122266677.8357244,1508038350.2938116,1508038350.2938116,1108007467.0130317
2024-08-13,1445232879.1268964,1445232879.1268964,1126582838.3291879,1126582838.3291879,1520415385.9014,1520415385.9014,1116967511.9693136
2024-08-14,1468697849.867274,1468697849.867274,1148838059.201766,1148838059.201766,1544204903.249089,1544204903.249089,1129023046.0253282
2024-08-15,1460228706.9227538,1460228706.9227538,1142983450.8303413,1142983450.8303413,1539258586.5735507,1539258586.5735507,1124993735.4785428
2024-08-16,1476303371.0507753,1476303371.0507753,1155717165.418341,1155717165.418341,1555302971.0783465,1555302971.0783465,1128423431.2377954
2024-08-19,1483931767.379929,1483931767.379929,1156400111.0801516,1156400111.0801516,1557623119.4790983,1557623119.4790983,1133698232.4411767
2024-08-20,1501222320.1649346,1501222320.1649346,1171002889.6646776,1171002889.6646776,1587285815.5862637,1587285815.5862637,1143894278.6014328
2024-08-21,1497601241.5058684,1497601241.5058684,1170123871.4790468,1170123871.4790468,1587266315.8761744,1587266315.8761744,1147023203.1943872
2024-08-22,1487212944.1910636,1487212944.1910636,1169699332.7908669,1169699332.7908669,1569517741.4080594,1569517741.4080594,1137014944.4051523
2024-08-23,1515256129.0099218,1515256129.0099218,1193519233.0292125,1193519233.0292125,1589608179.9425423,1589608179.9425423,1145460112.4203591
2024-08-26,1523924401.8504283,1523924401.8504283,1205809029.0658314,1205809029.0658314,1600161861.6574926,1600161861.6574926,1154858006.6515133
2024-08-27,1520004928.9812355,1520004928.9812355,1201755330.7618692,1201755330.7618692,1592514625.3105245,1592514625.3105245,1153595687.0437837
2024-08-28,1524644597.991859,1524644597.991859,1199502407.108776,1199502407.108776,1586277485.0213513,1586277485.0213513,1162856503.1663635
2024-08-29,1513795777.490017,1513795777.490017,1194334180.7417755,1194334180.7417755,1574252377.8015213,1574252377.8015213,1158108588.9925315
2024-08-30,1510975359.958603,1510975359.958603,1193103079.736852,1193103079.736852,1578090203.104624,1578090203.104624,1164656904.3922822
2024-09-02,1539120636.283515,1539120636.283515,1208042136.3146434,1208042136.3146434,1587204387.108142,1587204387.108142,1168270013.4779882
2024-09-03,1518758812.420129,1518758812.420129,1189965998.7720501,1189965998.7720501,1573915390.9812715,1573915390.9812715,1156425842.1518521
2024-09-04,1516367744.8091984,1516367744.8091984,1183300634.2200408,1183300634.2200408,1575541182.8018322,1575541182.8018322,1164985328.4166107
2024-09-05,1528778531.9738812,1528778531.9738812,1187840439.7272422,1187840439.7272422,1573815022.3077257,1573815022.3077257,1166222293.393117
2024-09-06,1531202917.3200788,1531202917.3200788,1192221366.3995955,1192221366.3995955,1587167763.5323675,1587167763.5323675,1172417497.3644528
2024-09-09,1540176818.6261492,1540176818.6261492,1193594131.9815264,1193594131.9815264,1591649526.8791606,1591649526.8791606,1169516393.7707675
2024-09-10,1531981761.8041255,1531981761.8041255,1187668627.4911227,1187668627.4911227,1594546762.4588544,1594546762.4588544,1178421207.1473372
2024-09-11,1529134413.8735454,1529134413.8735454,1184569038.6865547,1184569038.6865547,1606895839.698993,1606895839.698993,1178355448.2061229
2024-09-12,1521870797.7376394,1521870797.7376394,1186054779.5911334,1186054779.5911334,1612687174.4428747,1612687174.4428747,1184003377.6520426
2024-09-13,1521225376.9377222,1521225376.9377222,1186981836.1672273,1186981836.1672273,1614776034.866639,1614776034.866639,1186125530.6309152
2024-09-17,1534569332.5917583,1534569332.5917583,1203562362.7462642,1203562362.7462642,1620647210.8203268,1620647210.8203268,1189108703.1625085
2024-09-18,1549975695.6138647,1549975695.6138647,1211043064.5561783,1211043064.5561783,1637534731.6715443,1637534731.6715443,1188707254.8348022
2024-09-19,1562754013.4257886,1562754013.4257886,1218619051.076559,1218619051.076559,1643855377.8485208,1643855377.8485208,1200285202.5330908
2024-09-20,1562614646.2726233,1562614646.2726233,1211394697.5742564,1211394697.5742564,1633186918.737808,1633186918.737808,1175629899.4859385
2024-09-23,1579307759.6664133,1579307759.6664133,1224593905.545177,1224593905.545177,1655437614.6640344,1655437614.6640344,1180598888.2513163
2024-09-24,1589984520.5348263,1589984520.5348263,1230846427.8070765,1230846427.8070765,1652123119.1438284,1652123119.1438284,1181017981.0299911
2024-09-25,1567681735.5856094,1567681735.5856094,1217896319.556881,1217896319.556881,1631380617.953508,1631380617.953508,1175310742.5051858
2024-09-26,1575081635.3164172,1575081635.3164172,1214374601.7588851,1214374601.7588851,1638492316.0773835,1638492316.0773835,1175859499.7575743
2024-09-27,1553506985.8417137,1553506985.8417137,1207678853.899269,1207678853.899269,1599221816.835659,1599221816.835659,1168632317.81363
2024-09-30,1524846135.7483108,1524846135.7483108,1193630970.7989984,1193630970.7989984,1569867719.8397532,1569867719.8397532,1142974839.60601
2024-10-01,1545624035.5077639,1545624035.5077639,1210762443.9063148,1210762443.9063148,1587972546.321563,1587972546.321563,1160314516.04533
2024-10-02,1530773061.9617872,1530773061.9617872,1225816209.2497418,1225816209.2497418,1572947901.2196283,1572947901.2196283,1148339494.0639026
2024-10-03,1536244506.8945098,1536244506.8945098,1228336274.8097258,1228336274.8097258,1578752329.6776693,1578752329.6776693,1145388793.2529993
2024-10-04,1526663348.1011853,1526663348.1011853,1227837896.4235742,1227837896.4235742,1568738228.0164165,1568738228.0164165,1138140778.9950967
2024-10-07,1507872574.2508812,1507872574.2508812,1215554890.3480809,1215554890.3480809,1549405521.9823143,1549405521.9823143,1139362101.2020469
2024-10-08,1540389514.6353574,1540389514.6353574,1225731837.5628154,1225731837.5628154,1572864773.0984294,1572864773.0984294,1147410269.0704637
2024-10-09,1520870363.7118602,1520870363.7118602,1213884182.2791214,1213884182.2791214,1558337022.059541,1558337022.059541,1138929441.471577
2024-10-10,1515196760.3202,1515196760.3202,1207093158.8533924,1207093158.8533924,1551453626.9699569,1551453626.9699569,1135709848.1242764
2024-10-11,1522900879.693421,1522900879.693421,1210172220.481255,1210172220.481255,1559480413.2224426,1559480413.2224426,1141862349.5588148
2024-10-14,1522826569.0522456,1522826569.0522456,1205439647.0069847,1205439647.0069847,1553406249.5176408,1553406249.5176408,1147791774.7203948
2024-10-15,1535311395.4484096,1535311395.4484096,1204141853.2308116,1204141853.2308116,1568289290.18574,1568289290.18574,1158009468.6944442
2024-10-16,1537998180.968059,1537998180.968059,1210576791.5910277,1210576791.5910277,1572375203.7489748,1572375203.7489748,1161348050.881259
