tanggal,Investing_Optimal,Investing_Growth,Hybrid_Optimal,Hybrid_Growth,Trading_Optimal,Trading_Growth,IHSG
2022-02-17,975188393.3287675,975188393.3287675,972950994.8659914,972950994.8659914,1026092799.9262656,1026092799.9262656,1037784331.4309947
2022-02-18,976994610.2090468,976994610.2090468,981947002.0869322,981947002.0869322,1033510945.5713961,1033510945.5713961,1046545097.8822211
2022-02-21,971567554.4046133,971567554.4046133,983110561.0895613,983110561.0895613,1021489572.1695402,1021489572.1695402,1048085725.3426212
2022-02-22,971035217.7657282,971035217.7657282,978350372.5641944,978350372.5641944,1008674230.4296548,1008674230.4296548,1041865092.6037132
2022-02-23,984806110.9484046,984806110.9484046,992720425.4773433,992720425.4773433,1027640368.2360432,1027640368.2360432,1050680719.9529086
2022-02-24,981708254.7463516,981708254.7463516,980273059.2210585,980273059.2210585,1038015955.009732,1038015955.009732,1035158051.2815951
2022-02-25,986770123.4512628,986770123.4512628,991326383.0025598,991326383.0025598,1045847811.8177148,1045847811.8177148,1045839542.2525293
2022-03-01,978028415.8925757,978028415.8925757,999428557.2967006,999428557.2967006,1061091699.5799358,1061091699.5799358,1050890970.6375579
2022-03-02,1002057034.9066316,1002057034.9066316,997218625.727512,997218625.727512,1055145622.4364467,1055145622.4364467,1042837983.9064815
2022-03-04,1016613930.8127367,1016613930.8127367,1014238842.2391387,1014238842.2391387,1113334617.6040523,1113334617.6040523,1051936663.8346583
2022-03-07,1028556213.438122,1028556213.438122,1024578587.4567571,1024578587.4567571,1131155878.0363574,1131155878.0363574,1042938809.3405869
2022-03-08,1015047560.59021,1015047560.59021,1007958656.9002701,1007958656.9002701,1145206698.0302732,1145206698.0302732,1034605883.7571709
2022-03-09,1030894539.5696186,1030894539.5696186,1026188872.8111303,1026188872.8111303,1145963782.649122,1145963782.649122,1042236589.8465823
2022-03-10,1023908000.5604571,1023908000.5604571,1017864522.3401741,1017864522.3401741,1137475693.5454125,1137475693.5454125,1051280705.4221843
2022-03-11,1030712957.211436,1030712957.211436,1029622425.7206528,1029622425.7206528,1154815737.1842024,1154815737.1842024,1051067266.8745451
2022-03-14,1012178341.6053817,1012178341.6053817,1012050158.356936,1012050158.356936,1151258155.0649638,1151258155.0649638,1055561783.0088387
2022-03-15,996187165.3790957,996187165.3790957,994722757.7679671,994722757.7679671,1144307547.8122406,1144307547.8122406,1050396629.465047
2022-03-16,1017690654.15312,1017690654.15312,1018463573.3757902,1018463573.3757902,1166505958.502931,1166505958.502931,1061664019.9990215
2022-03-17,1018790060.0084934,1018790060.0084934,1016518963.6443229,1016518963.6443229,1144257325.282874,1144257325.282874,1057411188.3611865
2022-03-18,1019419422.2784147,1019419422.2784147,1019633543.6256771,1019633543.6256771,1144085091.4698975,1144085091.4698975,1055980949.9238621
2022-03-21,1029638632.5867622,1029638632.5867622,1022068593.3477468,1022068593.3477468,1145349942.0129244,1145349942.0129244,1056013792.3262949
2022-03-22,1033296265.9092736,1033296265.9092736,1023839475.2969373,1023839475.2969373,1150581105.084612,1150581105.084612,1062943465.1032795
2022-03-23,1030119399.2153311,1030119399.2153311,1019131923.5023988,1019131923.5023988,1147670031.0835733,1147670031.0835733,1062228864.8390574
2022-03-24,1048466697.9018189,1048466697.9018189,1040821002.2713195,1040821002.2713195,1167457772.3153043,1167457772.3153043,1070362437.7810695
2022-03-25,1029137559.9993329,1029137559.9993329,1023454692.7278224,1023454692.7278224,1154942587.8754017,1154942587.8754017,1063203164.7324494
2022-03-28,1047316996.3620837,1047316996.3620837,1047865708.8743627,1047865708.8743627,1182773148.3188155,1182773148.3188155,1070349982.8745036
2022-03-29,1029590113.5906832,1029590113.5906832,1025583977.706909,1025583977.706909,1163064600.9933586,1163064600.9933586,1064593443.6778747
2022-03-30,1029481011.1437175,1029481011.1437175,1027463313.9090421,1027463313.9090421,1161758049.681224,1161758049.681224,1070894588.4913698
2022-03-31,1025911945.3202738,1025911945.3202738,1019467396.0264457,1019467396.0264457,1158643893.591732,1158643893.591732,1073665805.2022959
2022-04-01,1029624071.8856356,1029624071.8856356,1022638405.2361188,1022638405.2361188,1170131456.0055811,1170131456.0055811,1074776886.6588676
2022-04-04,1045369805.7330161,1045369805.7330161,1039994989.4055942,1039994989.4055942,1178127957.1284022,1178127957.1284022,1080464182.5058978
2022-04-05,1053562630.6082517,1053562630.6082517,1048140033.0229092,1048140033.0229092,1214875509.4511223,1214875509.4511223,1085335088.8820684
2022-04-06,1045406303.5345587,1045406303.5345587,1040017676.1187032,1040017676.1187032,1215599180.9364097,1215599180.9364097,1078641911.0571399
2022-04-07,1041828351.5481648,1041828351.5481648,1036466924.4231119,1036466924.4231119,1217305701.744618,1217305701.744618,1082157011.8899877
2022-04-08,1065984707.9854162,1065984707.9854162,1060495861.7292379,1060495861.7292379,1259374482.425691,1259374482.425691,1094830027.593549
2022-04-11,1045151265.9929793,1045151265.9929793,1039776427.8828772,1039776427.8828772,1231561913.8384757,1231561913.8384757,1093760981.4466374
2022-04-12,1041141011.2508212,1041141011.2508212,1035789514.277434,1035789514.277434,1250885980.7765822,1250885980.7765822,1095429123.4266415
2022-04-13,1055055783.3069513,1055055783.3069513,1049628599.769074,1049628599.769074,1267863012.577778,1267863012.577778,1102716429.9493058
2022-04-14,1054264433.8875735,1054264433.8875735,1048839222.3375322,1048839222.3375322,1247962877.4892015,1247962877.4892015,1098579844.1060863
2022-04-18,1075260245.0856824,1075260245.0856824,1069720134.2466307,1069720134.2466307,1270190494.1029415,1270190494.1029415,1104616173.8823576
2022-04-19,1068298494.917057,1068298494.917057,1062795683.1355865,1062795683.1355865,1253677054.809495,1253677054.809495,1093068325.541603
2022-04-20,1080496937.444446,1080496937.444446,1074954949.3788877,1074954949.3788877,1286355575.0567706,1286355575.0567706,1097339320.584847
2022-04-21,1095045776.826832,1095045776.826832,1089442982.4143505,1089442982.4143505,1295408076.2762175,1295408076.2762175,1104753400.263629
2022-04-22,1094249988.0497918,1094249988.0497918,1088650336.4688416,1088650336.4688416,1282682340.672717,1282682340.672717,1097072726.2752564
2022-04-25,1090784354.5814846,1090784354.5814846,1085211217.5759125,1085211217.5759125,1292451228.7752662,1292451228.7752662,1095611054.0261228
2022-04-26,1104057108.1828597,1104057108.1828597,1098415471.3449967,1098415471.3449967,1271716127.410478,1271716127.410478,1098066746.437378
2022-04-27,1104904633.8628798,1104904633.8628798,1099250987.01578,1099250987.01578,1288580725.725158,1288580725.725158,1092693640.4357438
2022-04-28,1128113357.8529072,1128113357.8529072,1122320129.68651,1122320129.68651,1297947983.7250867,1297947983.7250867,1097575000.0370684
2022-05-09,1085501944.0745614,1085501944.0745614,1079924745.8552835,1079924745.8552835,1227808754.7727904,1227808754.7727904,1049116072.31556
2022-05-10,1094759514.30502,1094759514.30502,1089126450.702986,1089126450.702986,1241374418.5237706,1241374418.5237706,1035457784.5390129
2022-05-11,1094394655.5838456,1094394655.5838456,1088763458.7990162,1088763458.7990162,1272365198.3200157,1272365198.3200157,1034912585.8313577
2022-05-12,1050849616.0377156,1050849616.0377156,1045442487.1827385,1045442487.1827385,1222249295.0208158,1222249295.0208158,1002061880.1274554
2022-05-13,1072594207.8659555,1072594207.8659555,1067075173.3936105,1067075173.3936105,1236555894.3169792,1236555894.3169792,1001781496.457024
2022-05-17,1083055640.5485897,1083055640.5485897,1077482776.310203,1077482776.310203,1241644830.8108244,1241644830.8108244,1008837645.8447319
2022-05-18,1100280732.6745071,1100280732.6745071,1094619242.0092561,1094619242.0092561,1282858187.0136583,1282858187.0136583,1031452494.1691762
2022-05-19,1087399953.3030336,1087399953.3030336,1081804749.8417585,1081804749.8417585,1276890320.468158,1276890320.468158,1035995421.3391101
2022-05-20,1091754443.271371,1091754443.271371,1086136838.8573966,1086136838.8573966,1288232339.2805867,1288232339.2805867,1050390402.011764
2022-05-23,1083767760.7270226,1083767760.7270226,1078191266.582621,1078191266.582621,1270615690.223835,1270615690.223835,1038643349.302303
2022-05-24,1103512904.0631752,1103512904.0631752,1097834809.4885166,1097834809.4885166,1295383278.3603678,1295383278.3603678,1049782632.2258847
2022-05-25,1102121920.92427,1102121920.92427,1096450969.686458,1096450969.686458,1296285865.168534,1296285865.168534,1045130947.0325445
2022-05-27,1124276441.105676,1124276441.105676,1118491489.4674757,1118491489.4674757,1323747231.613829,1323747231.613829,1066805153.3658645
2022-05-30,1126008892.5701277,1126008892.5701277,1120215023.6708102,1120215023.6708102,1321976733.2400842,1321976733.2400842,1068522225.335949
2022-05-31,1138898390.3924985,1138898390.3924985,1133038183.3934295,1133038183.3934295,1349145549.1017363,1349145549.1017363,1085437026.361403
2022-06-02,1129287604.2611601,1129287604.2611601,1123476834.2431965,1123476834.2431965,1340551775.2608414,1340551775.2608414,1085399513.3690078
2022-06-03,1136430176.5241437,1136430176.5241437,1130582670.7496638,1130582670.7496638,1367734222.9588215,1367734222.9588215,1090597879.9969754
2022-06-06,1137202355.6713119,1137202355.6713119,1131350876.6639853,1131350876.6639853,1349602585.3926568,1349602585.3926568,1077482863.3830197
2022-06-07,1142736948.9060411,1142736948.9060411,1136856991.6407044,1136856991.6407044,1363683978.2210894,1363683978.2210894,1084233719.2871642
2022-06-08,1166504264.053829,1166504264.053829,1160502011.9789803,1160502011.9789803,1381557942.5421197,1381557942.5421197,1092169792.9964876
2022-06-09,1145683379.2705166,1145683379.2705166,1139788261.1278863,1139788261.1278863,1362623767.8371983,1362623767.8371983,1090578011.4555488
2022-06-10,1112079283.5230172,1112079283.5230172,1106357075.3829913,1106357075.3829913,1318208967.8967426,1318208967.8967426,1075974559.3706121
2022-06-13,1089363816.844599,1089363816.844599,1083758491.2007515,1083758491.2007515,1298461837.352402,1298461837.352402,1062126630.8143286
2022-06-14,1113823145.3625546,1113823145.3625546,1108091964.1691647,1108091964.1691647,1307226262.8280072,1307226262.8280072,1070392314.7295581
2022-06-15,1088368470.6313157,1088368470.6313157,1082768266.5637684,1082768266.5637684,1273361412.730914,1273361412.730914,1063889074.2297605
2022-06-16,1111418116.4946053,1111418116.4946053,1105699310.3755217,1105699310.3755217,1301688722.1816163,1301688722.1816163,1070459778.8067904
2022-06-17,1101925101.7095277,1101925101.7095277,1096255141.9276605,1096255141.9276605,1291864979.2061124,1291864979.2061124,1053248284.1142116
2022-06-20,1112894959.2408252,1112894959.2408252,1107168554.0145965,1107168554.0145965,1303880042.0658562,1303880042.0658562,1059231977.082972
2022-06-21,1122467107.1434515,1122467107.1434515,1116691448.4034233,1116691448.4034233,1322385254.5987732,1322385254.5987732,1069510018.0447873
2022-06-22,1101448955.0280135,1101448955.0280135,1095781445.2682433,1095781445.2682433,1298586397.6745353,1298586397.6745353,1060436618.6114856
2022-06-23,1103078638.9605906,1103078638.9605906,1097402743.651111,1097402743.651111,1316013198.2647076,1316013198.2647076,1062555583.7273681
2022-06-24,1093428318.6165645,1093428318.6165645,1087802079.074166,1087802079.074166,1312852881.608701,1312852881.608701,1069337873.4433221
2022-06-27,1085913191.3482652,1085913191.3482652,1080325620.928011,1080325620.928011,1304723873.7725031,1304723873.7725031,1065256370.9071176
2022-06-28,1098720740.533734,1098720740.533734,1093067268.832779,1093067268.832779,1314768754.6934178,1314768754.6934178,1062280612.0103852
2022-06-29,1075604186.0983129,1075604186.0983129,1070069660.7098577,1070069660.7098577,1292847430.7660282,1292847430.7660282,1054065785.6302999
2022-06-30,1067574093.6623706,1067574093.6623706,1062080887.1340741,1062080887.1340741,1280519798.364239,1280519798.364239,1049394083.6228359
2022-07-01,1035288185.9995722,1035288185.9995722,1029961106.710622,1029961106.710622,1251642715.6462939,1251642715.6462939,1031591277.4137684
2022-07-04,1019016401.8056997,1019016401.8056997,1013773049.0592536,1013773049.0592536,1214797547.0758953,1214797547.0758953,1008033711.2804387
2022-07-05,1041383277.7601328,1041383277.7601328,1036024836.1689433,1036024836.1689433,1258585107.7029874,1258585107.7029874,1017765219.0803238
2022-07-06,1014797915.5738934,1014797915.5738934,1009576269.0643264,1009576269.0643264,1235226823.537858,1235226823.537858,1009132708.5121874
2022-07-07,999998380.9612308,999998380.9612308,994852885.512962,994852885.512962,1230115558.3387089,1230115558.3387089,1010070533.3220648
2022-07-08,1007341915.8383553,1007341915.8383553,1002158634.203623,1002158634.203623,1232434538.8060584,1232434538.8060584,1023375857.9428943
2022-07-11,1006292305.8442901,1006292305.8442901,1001114424.9817392,1001114424.9817392,1227852214.500765,1227852214.500765,1020631626.8628612
2022-07-12,1007434697.5426575,1007434697.5426575,1002250938.4992961,1002250938.4992961,1222600816.353731,1222600816.353731,1020046913.4813986
2022-07-13,990754832.1017001,990754832.1017001,985656899.3690389,985656899.3690389,1215440265.9024558,1215440265.9024558,1008309795.0426507
2022-07-14,1011431540.1282202,1011431540.1282202,1006227215.3162516,1006227215.3162516,1225167049.2332306,1225167049.2332306,1015764204.895075
2022-07-15,996672827.002298,996672827.002298,991544443.2045085,991544443.2045085,1195553034.4320893,1195553034.4320893,1009966964.8430609
2022-07-18,1006902594.9440457,1006902594.9440457,1001721573.8366377,1001721573.8366377,1185267920.1509979,1185267920.1509979,1011082642.7532462
2022-07-19,1018917302.343621,1018917302.343621,1013674459.5138705,1013674459.5138705,1213656666.074645,1213656666.074645,1022749183.3881202
2022-07-20,1053598131.831502,1053598131.831502,1048176838.6625392,1048176838.6625392,1230892349.228229,1230892349.228229,1043800792.6658394
2022-07-21,1050440679.9920769,1050440679.9920769,1045035633.503495,1045035633.503495,1236475103.6084392,1236475103.6084392,1042189513.265217
2022-07-22,1043230710.0961059,1043230710.0961059,1037862762.534884,1037862762.534884,1237180176.643059,1237180176.643059,1045655980.6533786
2022-07-25,1038450122.841855,1038450122.841855,1033106773.8104228,1033106773.8104228,1245578535.4722166,1245578535.4722166,1041320486.9868468
2022-07-26,1046569141.1206917,1046569141.1206917,1041184015.6500164,1041184015.6500164,1236781888.7009463,1236781888.7009463,1043314013.4008864
2022-07-27,1058874367.595822,1058874367.595822,1053425925.5358133,1053425925.5358133,1236586515.4722579,1236586515.4722579,1047364675.2160705
2022-07-28,1065960270.4541237,1065960270.4541237,1060475367.8541789,1060475367.8541789,1222389162.8037457,1222389162.8037457,1056262149.094128
2022-07-29,1081273969.7220302,1081273969.7220302,1075710270.4246113,1075710270.4246113,1227334838.6106882,1227334838.6106882,1055397645.1330229
2022-08-01,1097338598.5311618,1097338598.5311618,1091692238.6254733,1091692238.6254733,1239095547.363318,1239095547.363318,1058079008.5894375
2022-08-02,1099771953.8404274,1099771953.8404274,1079402430.0171072,1079402430.0171072,1218586287.35643,1218586287.35643,1061020590.6294621
2022-08-03,1118737855.6201868,1118737855.6201868,1098269731.9884465,1098269731.9884465,1229731514.4615862,1229731514.4615862,1069899308.0113221
2022-08-04,1110147331.1623108,1110147331.1623108,1094793659.5752454,1094793659.5752454,1235422555.8697965,1235422555.8697965,1071525933.6361063
2022-08-05,1119207078.413749,1119207078.413749,1108527745.6393752,1108527745.6393752,1241497531.0034318,1241497531.0034318,1075671934.7955987
2022-08-08,1117398290.0425363,1117398290.0425363,1097225711.869648,1097225711.869648,1222026383.8311796,1222026383.8311796,1076005103.5462382
2022-08-09,1126901385.7571607,1126901385.7571607,1105388295.607469,1105388295.607469,1216459356.0472927,1216459356.0472927,1078439074.0073514
2022-08-10,1143678018.8794007,1143678018.8794007,1122236346.1449895,1122236346.1449895,1233521326.0750613,1233521326.0750613,1075911988.292388
2022-08-11,1148692501.5221066,1148692501.5221066,1141893683.8586512,1141893683.8586512,1253712027.096962,1253712027.096962,1087170111.7827866
2022-08-12,1147751274.9979103,1147751274.9979103,1140075429.6216788,1140075429.6216788,1251939814.5042248,1251939814.5042248,1082446959.1493893
2022-08-15,1152732279.5752292,1152732279.5752292,1140404154.718515,1140404154.718515,1250761472.2136388,1250761472.2136388,1076980886.1666024
2022-08-16,1153189769.8804746,1153189769.8804746,1163346547.2063754,1163346547.2063754,1276445172.9073784,1276445172.9073784,1083081047.339024
2022-08-18,1153237630.254776,1153237630.254776,1173365949.2284164,1173365949.2284164,1285459855.9481368,1285459855.9481368,1091144042.4771624
2022-08-19,1151329323.3276417,1151329323.3276417,1173832230.252069,1173832230.252069,1286899851.6990201,1286899851.6990201,1088999574.457359
2022-08-22,1144459316.1303296,1144459316.1303296,1155810147.3234138,1155810147.3234138,1271010895.2789035,1271010895.2789035,1079213872.9866421
2022-08-23,1190618746.9867864,1190618746.9867864,1203869403.188676,1203869403.188676,1330073700.31954,1330073700.31954,1087607442.1032186
2022-08-24,1211239338.6897383,1211239338.6897383,1222448012.434905,1222448012.434905,1349341249.2784946,1349341249.2784946,1092381155.7263658
2022-08-25,1215822065.5020077,1215822065.5020077,1223355382.3501384,1223355382.3501384,1351704561.3155518,1351704561.3155518,1089268911.811848
2022-08-26,1234500231.5460973,1234500231.5460973,1235095573.341518,1235095573.341518,1370720068.2202928,1370720068.2202928,1083353572.556503
2022-08-29,1271568700.488747,1271568700.488747,1274078256.3282096,1274078256.3282096,1413303226.159249,1413303226.159249,1082867238.1096418
2022-08-30,1271827573.248761,1271827573.248761,1275049251.891759,1275049251.891759,1408880624.3375623,1408880624.3375623,1087031699.2199373
2022-08-31,1264422059.2436109,1264422059.2436109,1248145861.4330542,1248145861.4330542,1383027945.1885214,1383027945.1885214,1089934211.4042463
2022-09-01,1268637728.560698,1268637728.560698,1247495021.0416813,1247495021.0416813,1375717448.6252077,1375717448.6252077,1086064664.688709
2022-09-02,1275538669.9588904,1275538669.9588904,1243920703.654616,1243920703.654616,1382139500.6955504,1382139500.6955504,1089720031.493121
2022-09-05,1311093674.9441276,1311093674.9441276,1274017900.961201,1274017900.961201,1421658961.0109348,1421658961.0109348,1098025749.0365982
2022-09-06,1322079568.494677,1322079568.494677,1276374669.8991938,1276374669.8991938,1395013602.3879158,1395013602.3879158,1098218874.2247193
2022-09-07,1288621974.835701,1288621974.835701,1246502935.5784435,1246502935.5784435,1391998959.6654024,1391998959.6654024,1091174215.9710455
2022-09-08,1273929626.2109725,1273929626.2109725,1240305222.3675358,1240305222.3675358,1394565142.61622,1394565142.61622,1098046136.5324652
2022-09-09,1280689088.3688414,1280689088.3688414,1244392638.8844173,1244392638.8844173,1394143413.8354394,1394143413.8354394,1099661419.2959123
2022-09-12,1302700297.879804,1302700297.879804,1261313443.2854097,1261313443.2854097,1395861367.4443746,1395861367.4443746,1101454258.614273
2022-09-13,1322462468.328086,1322462468.328086,1280255999.8456042,1280255999.8456042,1441952058.5436907,1441952058.5436907,1111103475.0672047
2022-09-14,1325386477.9207585,1325386477.9207585,1282403220.592406,1282403220.592406,1449456902.8535604,1449456902.8535604,1105039640.7056003
2022-09-15,1351706843.180759,1351706843.180759,1296753694.4850821,1296753694.4850821,1479536952.0264678,1479536952.0264678,1109218484.2675257
2022-09-16,1315744393.6353674,1315744393.6353674,1250584471.117536,1250584471.117536,1437648145.438273,1437648145.438273,1088458453.2488773
2022-09-19,1332099822.6316228,1332099822.6316228,1261926151.4684806,1261926151.4684806,1451682296.4525795,1451682296.4525795,1092499848.0204854
2022-09-20,1325264032.8682694,1325264032.8682694,1276198845.0087464,1276198845.0087464,1445732421.5016558,1445732421.5016558,1092722034.6572604
2022-09-21,1324821675.3539395,1324821675.3539395,1272812640.605148,1272812640.605148,1445638117.9494615,1445638117.9494615,1091410636.786753
2022-09-22,1341109212.9100804,1341109212.9100804,1283165012.3614082,1283165012.3614082,1469799980.6010256,1469799980.6010256,1096055427.2996726
2022-09-23,1330361607.1074696,1330361607.1074696,1280674484.2033212,1280674484.2033212,1458832896.6117458,1458832896.6117458,1089933173.4953659
2022-09-26,1301162269.0126576,1301162269.0126576,1250394923.4724562,1250394923.4724562,1418744089.6894753,1418744089.6894753,1082177621.7949004
2022-09-27,1288281233.4988601,1288281233.4988601,1233631983.6127565,1233631983.6127565,1411597899.784719,1411597899.784719,1079891998.1673496
2022-09-28,1271784743.2448812,1271784743.2448812,1225285522.6375136,1225285522.6375136,1393659386.547471,1393659386.547471,1074514369.8484507
2022-09-29,1280005818.7802212,1280005818.7802212,1225837115.758298,1225837115.758298,1402773485.8504546,1402773485.8504546,1068314717.6961982
2022-09-30,1283657800.6534986,1283657800.6534986,1228333805.9302244,1228333805.9302244,1398916141.7522717,1398916141.7522717,1069013082.1000752
2022-10-03,1285638372.2447457,1285638372.2447457,1222360353.6221788,1222360353.6221788,1403687895.662952,1403687895.662952,1064294155.2385486
2022-10-04,1308121869.3100433,1308121869.3100433,1239905603.4804106,1239905603.4804106,1435651257.2781668,1435651257.2781668,1073789390.4954236
2022-10-05,1298323261.6841977,1298323261.6841977,1236404306.429607,1236404306.429607,1426839697.815744,1426839697.815744,1074264456.2172966
2022-10-06,1291508768.4908462,1291508768.4908462,1236678755.5205393,1236678755.5205393,1427447593.9737468,1427447593.9737468,1074452465.9973638
2022-10-07,1276087391.991999,1276087391.991999,1224546332.178065,1224546332.178065,1412562794.5923877,1412562794.5923877,1066885220.6223599
2022-10-10,1287711670.149002,1287711670.149002,1232729082.1300495,1232729082.1300495,1425857412.8191814,1425857412.8191814,1061967682.4829154
2022-10-11,1280743919.3946068,1280743919.3946068,1211099536.9695294,1211099536.9695294,1408503752.9219234,1408503752.9219234,1053579006.365347
2022-10-12,1284969099.937362,1284969099.937362,1208342313.3701825,1208342313.3701825,1423638630.4586964,1423638630.4586964,1049033780.9686064
2022-10-13,1283713631.78857,1283713631.78857,1201121727.5832105,1201121727.5832105,1439174016.4350483,1439174016.4350483,1044693839.1211581
2022-10-14,1291656667.4720902,1291656667.4720902,1198645383.8303528,1198645383.8303528,1448579681.5363166,1448579681.5363166,1034658520.5646819
2022-10-17,1290674954.1436481,1290674954.1436481,1200942846.8276448,1200942846.8276448,1444586805.1197214,1444586805.1197214,1037176709.9178126
2022-10-18,1276543201.5874054,1276543201.5874054,1188252866.7140503,1188252866.7140503,1434977705.8578765,1434977705.8578765,1037689733.4501723
2022-10-19,1281095740.76114,1281095740.76114,1184059647.0564802,1184059647.0564802,1459668694.5029833,1459668694.5029833,1041625483.9250156
2022-10-20,1308778497.5495546,1308778497.5495546,1216240172.1371458,1216240172.1371458,1497244070.558051,1497244070.558051,1059881040.8150254
2022-10-21,1317812309.1902344,1317812309.1902344,1213239102.5753887,1213239102.5753887,1495135048.8077464,1495135048.8077464,1065516886.0361223
2022-10-24,1359475204.073143,1359475204.073143,1240182428.840863,1240182428.840863,1539378116.5830612,1539378116.5830612,1070872421.7231364
2022-10-25,1354497921.7522259,1354497921.7522259,1236578873.426494,1236578873.426494,1528798939.5590413,1528798939.5590413,1070164271.3212433
2022-10-26,1347554370.1768727,1347554370.1768727,1238614454.6519694,1238614454.6519694,1533851063.396515,1533851063.396515,1069490001.2306635
2022-10-27,1374534394.6661696,1374534394.6661696,1262590708.0002995,1262590708.0002995,1556883864.9968398,1556883864.9968398,1076750915.2132237
2022-10-28,1366027653.4172645,1366027653.4172645,1249173023.364347,1249173023.364347,1530656810.186371,1530656810.186371,1071327322.3581884
2022-10-31,1376790416.481306,1376790416.481306,1252704346.1313293,1252704346.1313293,1519030758.6263971,1519030758.6263971,1077833305.9028845
2022-11-01,1353103804.7390695,1353103804.7390695,1230888447.3924441,1230888447.3924441,1490729030.981256,1490729030.981256,1070759956.8822998
2022-11-02,1336486597.6060305,1336486597.6060305,1236383319.773883,1236383319.773883,1476402289.6052182,1476402289.6052182,1065200916.9183596
2022-11-03,1344781820.157981,1344781820.157981,1252560534.0705526,1252560534.0705526,1488466931.2817695,1488466931.2817695,1068067991.9280344
2022-11-04,1362126841.6827745,1362126841.6827745,1266465195.752229,1266465195.752229,1507056534.9846077,1507056534.9846077,1069731092.6363331
2022-11-07,1367548175.6083329,1367548175.6083329,1264526145.421553,1264526145.421553,1514882158.5459795,1514882158.5459795,1078365604.885882
2022-11-08,1361523456.9284196,1361523456.9284196,1254054996.371342,1254054996.371342,1516664373.5256598,1516664373.5256598,1070429382.9038615
2022-11-09,1362773686.9522986,1362773686.9522986,1260976120.549554,1260976120.549554,1514750832.9124882,1514750832.9124882,1073459632.0168202
2022-11-10,1325813607.843868,1325813607.843868,1213455485.3066795,1213455485.3066795,1514558910.5796394,1514558910.5796394,1057783501.1038903
2022-11-11,1339584071.067258,1339584071.067258,1258443583.8847826,1258443583.8847826,1515312602.3935425,1515312602.3935425,1076362959.7009637
2022-11-14,1321836250.8081849,1321836250.8081849,1239882790.8776937,1239882790.8776937,1503193472.926118,1503193472.926118,1065763018.7134972
2022-11-15,1315755323.690748,1315755323.690748,1237183853.0327332,1237183853.0327332,1488136426.7534304,1488136426.7534304,1068208702.7176903
2022-11-16,1312459480.422029,1312459480.422029,1254915767.8562942,1254915767.8562942,1504379088.5546422,1504379088.5546422,1065002602.1858362
2022-11-17,1318363117.6775668,1318363117.6775668,1250177497.7790327,1250177497.7790327,1500986099.768575,1500986099.768575,1069648949.5620767
2022-11-18,1303180921.9555225,1303180921.9555225,1249955577.6021798,1249955577.6021798,1501303745.5196095,1501303745.5196095,1075296360.0535562
2022-11-21,1299924844.8364706,1299924844.8364706,1227054780.3244088,1227054780.3244088,1488714607.4875124,1488714607.4875124,1072421574.8636262
2022-11-22,1310638753.9260533,1310638753.9260533,1221758041.0498865,1221758041.0498865,1499599808.0002642,1499599808.0002642,1067462891.050705
2022-11-23,1316994306.662935,1316994306.662935,1221764568.5196157,1221764568.5196157,1512868939.8530126,1512868939.8530126,1071036263.0535576
2022-11-24,1320949162.3690283,1320949162.3690283,1221329586.7975483,1221329586.7975483,1520105334.805058,1520105334.805058,1075043406.8321095
2022-11-25,1314002988.772493,1314002988.772493,1211912225.7400196,1211912225.7400196,1517408765.1973968,1517408765.1973968,1070888509.3107841
2022-11-28,1302807126.8595655,1302807126.8595655,1183672977.726829,1183672977.726829,1504438985.1497846,1504438985.1497846,1065454166.6852008
2022-11-29,1318264538.8158607,1318264538.8158607,1189573649.0456407,1189573649.0456407,1517123201.5626502,1517123201.5626502,1064651121.7570908
2022-11-30,1346943751.5370247,1346943751.5370247,1200891542.7949731,1200891542.7949731,1555147953.6724598,1555147953.6724598,1075164545.6257331
2022-12-01,1350400368.455221,1350400368.455221,1185849145.125212,1185849145.125212,1533043668.986668,1533043668.986668,1065977272.7609712
2022-12-02,1324714694.8286574,1324714694.8286574,1158041937.6324573,1158041937.6324573,1532306249.844921,1532306249.844921,1065800531.7058923
2022-12-05,1313910727.022083,1313910727.022083,1144279173.3970625,1144279173.3970625,1524417783.8336368,1524417783.8336368,1060894707.1095277
2022-12-06,1294050066.2702076,1294050066.2702076,1122203387.3635209,1122203387.3635209,1508855589.9322,1508855589.9322,1046507436.6171288
2022-12-07,1272779064.3616555,1272779064.3616555,1094195318.5869262,1094195318.5869262,1496168889.036142,1496168889.036142,1035299577.5710857
2022-12-08,1266674127.579512,1266674127.579512,1082709441.2599645,1082709441.2599645,1493482666.9731166,1493482666.9731166,1033094243.6090761
2022-12-09,1261179160.9176202,1261179160.9176202,1073079372.4986546,1073079372.4986546,1465245273.738248,1465245273.738248,1019564730.6700592
2022-12-12,1284283336.4302835,1284283336.4302835,1080926538.8267584,1080926538.8267584,1486325407.5811434,1486325407.5811434,1022500233.5294982
2022-12-13,1297654655.5968828,1297654655.5968828,1110738652.5393841,1110738652.5393841,1471406953.8334699,1471406953.8334699,1034018723.8762043
2022-12-14,1293463656.807002,1293463656.807002,1096680715.208622,1096680715.208622,1467777043.2291286,1467777043.2291286,1032718001.6398962
2022-12-15,1278294924.260894,1278294924.260894,1090915589.9380908,1090915589.9380908,1444646677.9399,1444646677.9399,1025143268.493683
2022-12-16,1284348320.6766436,1284348320.6766436,1103790276.9923368,1103790276.9923368,1472653378.4226894,1472653378.4226894,1034303704.0002491
